scenarioId,variantId,category,evidenceMethod,sourceFunctions,initialState,eventSequence,expectedOutcome,observedOutcome,passed,findingRuleIds,metricTags,testCoverage,notes
one_foot_remains_on_step,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
duplicate_completion_callback,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
stale_callback_after_next_rep_started,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
threshold_noise_single_credit,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
descent_order_not_overconstrained,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
tracking_loss_mid_left_lead_rep,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
tracking_loss_mid_right_lead_rep,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
pause_mid_rep,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
background_mid_rep,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
restore_after_six_reps,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
restore_mid_rep,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
cancel_mid_set,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
skip_mid_set,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
default_target_12,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
even_scaled_target_10,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
odd_scaled_target_9_blocked,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
noninteger_target_blocked,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
short_session_final_target,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
visible_voice_runtime_target_match,base,original_addendum,existing_addendum_csv,planTrainingVoiceSequenceV21,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,voice;defaults,stepUpRuntimeIntegration.test.ts;voiceV21/foundation.test.ts,addendum harness rows retained
seed_defaults_left,base,original_addendum,existing_addendum_csv,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
successful_completion_flips_seed,base,original_addendum,existing_addendum_csv,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
skip_does_not_flip_seed,base,original_addendum,existing_addendum_csv,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
manual_practice_does_not_flip_seed,base,original_addendum,existing_addendum_csv,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
duplicate_completion_idempotent,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
sync_restore_preserves_seed,base,original_addendum,existing_addendum_csv,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
one_set_one_progression_event,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
lead_counts_do_not_double_set_count,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
valid_time_not_doubled,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
twelve_total_unequal_sides_rejected,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,12 alternating reps,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
broken_alternation_not_progression_eligible,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
legacy_result_still_parses,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
step_up_start_left_logical_plan,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
step_up_start_right_logical_plan,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
wrong_lead_left_correction_plan,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
wrong_lead_right_correction_plan,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
no_per_rep_spoken_switch,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
feature_off_legacy_unchanged,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
alternation_flag_alone_no_half_activation,base,original_addendum,existing_addendum_csv,selectTrainingSetRuntime;attachStepUpAlternationPlansToGeneratedSession,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
training_voice_remains_default_closed,base,original_addendum,existing_addendum_csv,planTrainingVoiceSequenceV21,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,voice;defaults,stepUpRuntimeIntegration.test.ts;voiceV21/foundation.test.ts,addendum harness rows retained
balance_v2_remains_default_closed,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,voice;defaults,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
audio_assets_unchanged,base,original_addendum,existing_addendum_csv,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,voice;defaults,stepUpRuntimeIntegration.test.ts,addendum harness rows retained
integration_generated_item_selects_runtime,base,runtime_sfx,focused_jest_runtime_integration,selectTrainingSetRuntime;attachStepUpAlternationPlansToGeneratedSession,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_step_up_flag_alone_stays_legacy,base,selection_ownership,focused_jest_runtime_integration,selectTrainingSetRuntime;attachStepUpAlternationPlansToGeneratedSession,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_one_runtime_owner,base,runtime_sfx,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_existing_legacy_session_stays_legacy,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_left_lead_to_evidence,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_right_lead_to_evidence,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_wrong_lead_rejected,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_unknown_lead_rejected,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_top_without_return_rejected,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_one_foot_on_step_rejected,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_frames_threshold_noise_single_credit,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_tracking_interrupt_retires_rep,base,pose_evidence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,pose;evidence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_evidence_dispatches_state_machine,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_accepted_rep_is_only_sfx_source,base,runtime_sfx,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_generic_rep_sfx_suppressed,base,runtime_sfx,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_twelve_reps_complete_one_set,base,runtime_sfx,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,12 alternating reps,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,runtime;sfx,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_three_sets_preserve_start_order,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_state_machine_emits_set_result,base,result_progression,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_set_result_reaches_progression,base,result_progression,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_invalid_alternation_blocks_progression,base,result_progression,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,result;progression,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_no_valid_time_double_count,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_session_completion_once,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_local_restore_after_six_reps,base,persistence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_local_restore_mid_rep,base,persistence,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_backend_generated_plan_roundtrip,base,persistence,focused_jest_backend_roundtrip,mapLocalTrainingStateToRemotePayload;mapRemoteTrainingStateToLocal,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,trainingStateSyncService.test.ts;restoreService.test.ts,runtime integration harness
integration_backend_active_state_roundtrip,base,persistence,focused_jest_backend_roundtrip,mapLocalTrainingStateToRemotePayload;mapRemoteTrainingStateToLocal,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,trainingStateSyncService.test.ts;restoreService.test.ts,runtime integration harness
integration_backend_seed_roundtrip,base,persistence,focused_jest_backend_roundtrip,mapLocalTrainingStateToRemotePayload;mapRemoteTrainingStateToLocal,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,persistence,trainingStateSyncService.test.ts;restoreService.test.ts,runtime integration harness
integration_richer_metadata_merge,base,selection_ownership,focused_jest_runtime_integration,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,selection;ownership,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_main_plan_completion_flips_seed_once,base,seed_manual_isolation,focused_jest_runtime_integration,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_duplicate_completion_seed_idempotent,base,seed_manual_isolation,focused_jest_runtime_integration,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_manual_completion_does_not_flip_seed,base,seed_manual_isolation,focused_jest_runtime_integration,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_explore_completion_does_not_flip_seed,base,seed_manual_isolation,focused_jest_runtime_integration,applyBothSidesExerciseCompletionToStartSideSeed,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,seed;manual;isolation,stepUpRuntimeIntegration.test.ts,runtime integration harness
integration_live_expected_lead_reaches_voice_planner,base,voice_defaults,focused_jest_runtime_integration,planTrainingVoiceSequenceV21,default_closed_internal_ready_when_required,single deterministic scenario,"passes without unsafe credit, duplicate result, or default-open behavior",passed,true,,voice;defaults,stepUpRuntimeIntegration.test.ts;voiceV21/foundation.test.ts,runtime integration harness
