cueKey,namespace,currentScript,currentSourceFile,currentSourceSymbol,flow,stage,category,trigger,triggerConditions,currentPriority,currentPolicyClass,currentRequiredness,currentMissingAssetPolicy,currentRepeatRule,currentCancelRule,currentBlocksProgression,currentManifestFile,currentManifestStatus,claraPath,marcusPath,claraDurationMs,marcusDurationMs,currentRuntimeReachability,currentRuntimeCallPath,v21MatchStatus,v21CueKey,v21Script,v21PolicyId,approvedDecisionIds,decisionAlignment,copyQuality,sourceBinaryProvenance,proposedAction,requiresHumanListening,requiresV21Patch,requiresRuntimeAudit,implementationDependencyIds,notes
"checkup-shoulder-turn-right-v21","mpv2_assessment","Turn so your right side is nearest the phone.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_ready;audio_resolution;audio_playback","shoulder_setup","User selects right shoulder side and confirms setup.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","Selected shoulder side is right.","60","setup","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/checkup-shoulder-turn-right-v21.mp3","assets/audio/voice/marcus/checkup-shoulder-turn-right-v21.mp3","2322","2229","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","exact_key_exact_script","checkup-shoulder-turn-right-v21","Turn so your right side is nearest the phone.","instruction","FD-002;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_exact","true","false","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-002-SIDE-CONSISTENCY","Script side must match selected shoulder side and grader side."
"final-position-set-v21","shared_v21","You're set.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_ready;hinge_setup;audio_resolution;audio_playback","setup","User selects left shoulder side and confirms setup.;User selects right shoulder side and confirms setup.;Shoulder capture completes.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","shoulder_setup_confirmed_left;shoulder_setup_confirmed_right;shoulder_section_complete_to_hinge;missing_required_cue;playback_start_failure","50","setup","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/final-position-set-v21.mp3","assets/audio/voice/marcus/final-position-set-v21.mp3","929","975","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","exact_key_exact_script","final-position-set-v21","You're set.","setup_recovery","FD-006","aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_exact","true","false","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"item-complete-v21","shared_v21","Complete.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","hinge_setup;audio_resolution;audio_playback","completion","Shoulder capture completes.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","shoulder_section_complete_to_hinge;missing_required_cue;playback_start_failure","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/item-complete-v21.mp3","assets/audio/voice/marcus/item-complete-v21.mp3","929","789","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","exact_key_exact_script","item-complete-v21","Complete.","result_transition","FD-006","aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_exact","true","false","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"mpv2_balance_attempt_saved","mpv2_operational","That attempt is saved.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_rest;audio_resolution;audio_playback","completion","Balance attempt terminates with valid hold below ceiling.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_valid_trial_to_rest;missing_required_cue;playback_start_failure","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_attempt_saved.mp3","assets/audio/voice/marcus/mpv2_balance_attempt_saved.mp3","1393","1486","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","technically_accurate_but_awkward","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_attempt_start","mpv2_operational","Lift your other foot when you're ready. This attempt can last up to 45 seconds.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_ready;balance_trial;audio_resolution;audio_playback","balance_setup","User confirms selected standing leg.;Raised foot is detected.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_setup_confirmed_to_ready;balance_lift_detected_to_trial;missing_required_cue;playback_start_failure","60","active_transition","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Can repeat across balance_ready and balance_trial attempts with distinct transition keys.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_attempt_start.mp3","assets/audio/voice/marcus/mpv2_balance_attempt_start.mp3","4737","4412","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Can be emitted at both balance_ready and balance_trial transitions; busy-channel behavior must be tested."
"mpv2_balance_complete","mpv2_operational","Balance check complete.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_setup;audio_resolution;audio_playback","completion","User chooses to use best balance result.;Balance attempt reaches full 45-second ceiling.;Maximum valid attempts complete without ceiling.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_user_accepted_best;balance_section_complete_ceiling;balance_section_complete_non_ceiling;missing_required_cue;playback_start_failure","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_complete.mp3","assets/audio/voice/marcus/mpv2_balance_complete.mp3","1393","1300","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_full_hold","mpv2_operational","You completed the full 45-second hold.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_setup;audio_resolution;audio_playback","balance_setup","Balance attempt reaches full 45-second ceiling.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","Balance diagnostics ceilingReached=true.","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_full_hold.mp3","assets/audio/voice/marcus/mpv2_balance_full_hold.mp3","2276","2183","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_ready_after_30","mpv2_operational","You can start the next attempt when you're ready.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_ready;audio_resolution;audio_playback","ready","User starts next attempt after minimum rest.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_rest_ready_after_30;missing_required_cue;playback_start_failure","70","ready","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Can repeat on distinct retry/rest attempts; deduped per transition key.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_ready_after_30.mp3","assets/audio/voice/marcus/mpv2_balance_ready_after_30.mp3","2322","2229","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_ready_after_60","mpv2_operational","You're ready for the next attempt.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_ready;audio_resolution;audio_playback","ready","Default 60-second rest elapses.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_default_rest_elapsed;missing_required_cue;playback_start_failure","70","ready","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Can repeat on distinct retry/rest attempts; deduped per transition key.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_ready_after_60.mp3","assets/audio/voice/marcus/mpv2_balance_ready_after_60.mp3","1811","1486","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_rest","mpv2_operational","Rest now. You can start again after 30 seconds, or use your best result.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_rest;audio_resolution;audio_playback","rest","Balance attempt terminates with valid hold below ceiling.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_valid_trial_to_rest;missing_required_cue;playback_start_failure","70","rest","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_rest.mp3","assets/audio/voice/marcus/mpv2_balance_rest.mp3","4180","4087","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","too_long","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_tracking_retry","mpv2_operational","Tracking was interrupted, so this attempt will not count. Return to the setup position and we'll try again.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","balance_rest;audio_resolution;audio_playback","recovery","Tracking interruption invalidates attempt.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_invalid_trial_to_rest;missing_required_cue;playback_start_failure","100","recovery","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Can repeat on distinct retry/rest attempts; deduped per transition key.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_tracking_retry.mp3","assets/audio/voice/marcus/mpv2_balance_tracking_retry.mp3","6037","5666","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","too_long","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_balance_use_best","mpv2_operational","Your best hold is saved.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_setup;audio_resolution;audio_playback","balance_setup","User chooses to use best balance result.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","balance_user_accepted_best;missing_required_cue;playback_start_failure","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_balance_use_best.mp3","assets/audio/voice/marcus/mpv2_balance_use_best.mp3","1533","1254","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-003;FD-006","partially_aligned","technically_accurate_but_awkward","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-003-EYES-OPEN-BALANCE","Balance is eyes-open single-leg MPV2 protocol; not the full V2.1 ladder."
"mpv2_chair_official_ready","mpv2_operational","Sit back down. The 30-second check starts after the countdown.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","chair_countdown;audio_resolution;audio_playback","ready","Practice rep completes.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","chair_practice_completed_to_countdown;missing_required_cue;playback_start_failure","90","countdown_lead_in","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_chair_official_ready.mp3","assets/audio/voice/marcus/mpv2_chair_official_ready.mp3","3483","3622","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-006","aligned","too_technical","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","rewrite_current_script_later","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST","Operational lead-in substitutes for audible countdown/go; runtime audit must verify timer behavior."
"mpv2_chair_practice_start","mpv2_operational","Try one practice stand. This one will not count.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","chair_practice;audio_resolution;audio_playback","chair_setup","User confirms chair setup.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","chair_setup_confirmed_to_practice;missing_required_cue;playback_start_failure","60","setup","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_chair_practice_start.mp3","assets/audio/voice/marcus/mpv2_chair_practice_start.mp3","2972","2694","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-006","aligned","ready_for_human_review","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"mpv2_checkup_intro","mpv2_operational","Movement Profile Check-Up. I will guide each capture and save what the camera can measure.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","chair_setup;audio_resolution;audio_playback","intro","React mount effect creates initialMovementProfileV2VoiceEvent.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","mpv2_entry_initial_intro;missing_required_cue;playback_start_failure","60","intro","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_checkup_intro.mp3","assets/audio/voice/marcus/mpv2_checkup_intro.mp3","5016","4876","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-006","aligned","too_technical","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","rewrite_current_script_later","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"mpv2_hinge_complete","mpv2_operational","Forward reach saved.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","raw_complete;audio_resolution;audio_playback","completion","Hinge capture completes with valid measurement.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","Hinge diagnostics report captureValid=true.","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_hinge_complete.mp3","assets/audio/voice/marcus/mpv2_hinge_complete.mp3","1347","1347","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-006","aligned","technically_accurate_but_awkward","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"mpv2_hinge_no_measurement","mpv2_operational","Forward reach was not measured. Your main Check-Up is saved.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","raw_complete;audio_resolution;audio_playback","hinge_setup","Hinge capture completes without valid measurement.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","Hinge diagnostics report captureValid=false.","70","completion","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Emitted once per transition key; initial intro once per screen mount.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_hinge_no_measurement.mp3","assets/audio/voice/marcus/mpv2_hinge_no_measurement.mp3","3576","3344","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-006","aligned","technically_accurate_but_awkward","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","rewrite_current_script_later","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST",""
"mpv2_shoulder_tracking_retry","mpv2_operational","Tracking was interrupted. Lower your arm, return to the setup position, and we'll try once more.","src/movementProfileV2/voiceCues.ts","MOVEMENT_PROFILE_V2_CUE_DEFINITIONS","movement_profile_v2_checkup","shoulder_retry_ready;audio_resolution;audio_playback","recovery","Tracking interruption during shoulder capture.;Selected voice lacks required MPV2 asset.;createAudioPlayer or player.play fails.","shoulder_tracking_retry_ready;missing_required_cue;playback_start_failure","100","recovery","required_fail_closed","MPV2 cue resolution throws for missing selected-voice asset; VoiceChannel catches, skips that cue, and continues any pending sequence.","Can repeat on distinct retry/rest attempts; deduped per transition key.","voice.stop() on unmount/cancel/app background; higher-priority speech interrupts lower-priority speech.","false","src/audio/manifest.ts; src/audio/movementProfileV2AudioManifest.ts","clara_marcus_pair_present","assets/audio/voice/clara/mpv2_shoulder_tracking_retry.mp3","assets/audio/voice/marcus/mpv2_shoulder_tracking_retry.mp3","5433","4690","runtime_reachable","MovementProfileV2CheckUpScreen effect -> MovementProfileV2VoiceSequencer/initialMovementProfileV2VoiceEvent -> VoiceChannel.speak -> VOICE_MANIFEST","current_only_mpv2_operational","","","","FD-002;FD-006","partially_aligned","too_long","source_present_binary_untracked;current_source_expected_text_only;actual_content_requires_listening","keep_current_mpv2_operational","true","true_after_listening_not_before","true","MPV2-VOICE-SEQUENCER;MPV2-VOICE-CHANNEL;MPV2-AUDIO-MANIFEST;FD-002-SIDE-CONSISTENCY","Script side must match selected shoulder side and grader side."
