logicalCueKey,exactScript,flows,categories,policyId,requiredForVoiceFirst,lifecycle,reuseDecision,physicalCueKey,physicalManifestStatus,claraExists,marcusExists,semanticMatch,generationRequiredLater,retireLater,sourceArtifacts,notes
countdown-three,Three.,balance_v2;micro_check;training,control;countdown,critical_window,true,physical_ready,reuse_exact_existing_pair,countdown-three,manifested_pair,true,true,true,false,false,docs/audits/PEARL_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/movements/balanceEyesOpenV2.ts;src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus. Shared countdown cue.
countdown-two,Two.,balance_v2;micro_check;training,control;countdown,critical_window,true,physical_ready,reuse_exact_existing_pair,countdown-two,manifested_pair,true,true,true,false,false,docs/audits/PEARL_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/movements/balanceEyesOpenV2.ts;src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus. Shared countdown cue.
equip-balance-support-v21,Keep support within easy reach.,training,equipment_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,equip-balance-support-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
equip-chair-stable-v21,Use a sturdy chair that will not slide.,training,equipment_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,equip-chair-stable-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
equip-door-anchor-v21,"Before using the door anchor, make sure the door is fully closed and the anchor feels secure. Test with light tension first. If it does not feel secure, skip this exercise.",training,equipment_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,equip-door-anchor-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
equip-floor-transition-v21,"Take your time getting down to the floor. Use support if you need it. Once you are comfortable, settle into the starting position and wait for my countdown.",training,equipment_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,equip-floor-transition-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
equip-long-band-v21,"Before using the band, check that it is not cracked, torn, or frayed. Keep the band away from your face, and use light tension only.",training,equipment_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,equip-long-band-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
equip-step-stable-v21,"Use the lowest stable step, with support nearby.",training,equipment_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,equip-step-stable-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
equip-support-close-v21,Keep sturdy support within easy reach.,training,equipment_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,equip-support-close-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-balance-feet-together-hold-first-v21,"Feet-together hold. Stand with your feet together and keep your eyes open. Keep fingertips near a counter, wall, or sturdy chair.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-feet-together-hold-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-feet-together-hold-next-v21,"Feet-together hold again. Eyes open, support close, and stand as steady as you can.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-feet-together-hold-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-first-v21,Single-leg hold. Stand near support. You'll lift one foot slightly off the floor and hold steady.,training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-single-leg-hold-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-next-v21,Single-leg hold again. Keep support close and lift the other foot only a little.,training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-single-leg-hold-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-first-v21,"Tandem hold. Stand near support, with one foot directly in front of the other like you're standing on a line.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-tandem-hold-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-next-v21,Tandem hold again. Keep support close and stand as steady as you can.,training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-balance-tandem-hold-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-first-v21,"Band pull-apart. Hold the band at chest height with your arms in front of you. Pull your hands apart gently, then return slowly.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-band-pull-apart-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-next-v21,"Band pull-apart again. Chest height, light tension, and return slowly.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-band-pull-apart-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-first-v21,"Supported split squat. Stand beside sturdy support. Put one foot forward and one foot back, then bend both knees a little and stand tall again.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-chair-supported-split-squat-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-next-v21,Supported split squat again. Keep fingertips near support and move only as low as feels comfortable.,training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-chair-supported-split-squat-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-first-v21,"Bridge hold. Lie on your back with your knees bent and both feet flat on the floor. When we start, lift your hips a little and hold steady.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-glute-bridge-hold-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-next-v21,"Bridge hold again. Feet flat, lift your hips a little, and hold steady.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-glute-bridge-hold-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-first-v21,"Glute bridge. Lie on your back with your knees bent and both feet flat on the floor. Lift your hips a little, then lower back down with control.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-glute-bridge-reps-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-next-v21,"Glute bridge again. Lift your hips a little, then lower with control.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-glute-bridge-reps-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-heel-raise-free-first-v21,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-heel-raise-free-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-heel-raise-free-next-v21,Heel raise.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-heel-raise-free-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-heel-raise-supported-first-v21,"Supported heel raise. Fingertips near support. Rise onto the balls of your feet, then lower slowly.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-heel-raise-supported-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-heel-raise-supported-next-v21,Supported heel raise.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-heel-raise-supported-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-hip-hinge-free-first-v21,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-hip-hinge-free-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-hip-hinge-free-next-v21,Hip hinge.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-hip-hinge-free-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-hip-hinge-wall-first-v21,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-hip-hinge-wall-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-hip-hinge-wall-next-v21,Wall-tap hinge.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-hip-hinge-wall-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-loaded-march-first-v21,"March in place. Stand tall near support. Lift one knee, put it down, then lift the other, like a slow steady march.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-loaded-march-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-loaded-march-next-v21,"March in place again. Stand tall, keep support nearby, and move steadily.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-loaded-march-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-loaded-sit-to-stand-first-v21,"Loaded sit-to-stand. Hold the weight close to your chest. Sit tall with feet flat, stand fully, then sit back down with control.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-loaded-sit-to-stand-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-loaded-sit-to-stand-next-v21,"Loaded sit-to-stand again. Keep the weight close, stand tall, then sit with control.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-loaded-sit-to-stand-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-mini-band-lateral-walk-first-v21,"Mini-band lateral walk. Place the band above your knees. Stand near support, take small steps to the side, then step back the other way.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-mini-band-lateral-walk-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-mini-band-lateral-walk-next-v21,"Mini-band lateral walk again. Small side steps, support nearby, and stay in control.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-mini-band-lateral-walk-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-neck-rotation-first-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-neck-rotation-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-neck-rotation-next-v21,Neck rotations.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-neck-rotation-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-overhead-press-band-first-v21,"Band overhead press. Stand tall with the band held securely. Press your hands overhead only as far as feels comfortable, then return slowly.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-overhead-press-band-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-overhead-press-band-next-v21,"Band overhead press again. Press only as far as comfortable, then return slowly.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-overhead-press-band-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-overhead-reach-first-v21,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-overhead-reach-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-overhead-reach-next-v21,Overhead reach.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-overhead-reach-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-push-up-incline-first-v21,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-push-up-incline-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-push-up-incline-next-v21,Incline push-up.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-push-up-incline-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-push-up-standard-first-v21,"Push-up. Start on the floor with your hands under your shoulders. Lower only as far as feels comfortable, then press back up.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-push-up-standard-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-push-up-standard-next-v21,"Push-up again. Lower only as far as feels comfortable, then press back up.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-push-up-standard-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-push-up-wall-first-v21,"Wall push-up. Hands on the wall. Lower in with control, then press away.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-push-up-wall-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-push-up-wall-next-v21,Wall push-up.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-push-up-wall-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-seated-band-row-first-v21,"Seated band row. Sit tall on a sturdy chair. Anchor the band under both feet, hold the ends securely, pull your elbows back, then return slowly.",training,exercise_first_use,instruction,true,audio_pending,existing_pair_script_mismatch,ex-seated-band-row-first-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-seated-band-row-next-v21,"Seated band row again. Sit tall, pull elbows back, then return slowly.",training,exercise_later_set,instruction,true,audio_pending,existing_pair_script_mismatch,ex-seated-band-row-next-v21,manifested_pair,true,true,false,true,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-seated-hamstring-reach-first-v21,Seated hamstring reach. Sit tall at the chair edge.,training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-seated-hamstring-reach-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
