scenarioId,flow,variant,voiceId,gapMs,cueKeys,durationSource,totalMeasuredMs,totalEstimatedMs,targetMs,hardMaxMs,passesTarget,passesHardMax,longestCueKey,notes
training_repeat_instructions,training,repeat,clara,0,ex-balance-feet-together-hold-first-v21;final-position-set-v21;target-balance-feet-together-hold-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,11099,0,14000,24000,true,true,ex-balance-feet-together-hold-first-v21,All cue durations measured from current disk files.
micro_check_setup,micro_check,chair_power,clara,100,micro-chair-power-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,11042,0,12000,20000,true,true,micro-chair-power-v21,All cue durations measured from current disk files.
training_first_use_ordinary,training,first_use,marcus,100,ex-balance-feet-together-hold-first-v21;final-position-set-v21;target-balance-feet-together-hold-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,10816,0,14000,24000,true,true,ex-balance-feet-together-hold-first-v21,All cue durations measured from current disk files.
training_repeat_instructions,training,repeat,marcus,100,ex-balance-feet-together-hold-first-v21;final-position-set-v21;target-balance-feet-together-hold-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,10816,0,14000,24000,true,true,ex-balance-feet-together-hold-first-v21,All cue durations measured from current disk files.
micro_check_setup,micro_check,chair_power,clara,0,micro-chair-power-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,10542,0,12000,20000,true,true,micro-chair-power-v21,All cue durations measured from current disk files.
training_first_use_ordinary,training,first_use,marcus,0,ex-balance-feet-together-hold-first-v21;final-position-set-v21;target-balance-feet-together-hold-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,10216,0,14000,24000,true,true,ex-balance-feet-together-hold-first-v21,All cue durations measured from current disk files.
training_repeat_instructions,training,repeat,marcus,0,ex-balance-feet-together-hold-first-v21;final-position-set-v21;target-balance-feet-together-hold-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,10216,0,14000,24000,true,true,ex-balance-feet-together-hold-first-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,clara,250,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,9237,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,marcus,250,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,8494,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,clara,100,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,8487,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,clara,0,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,7987,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,marcus,100,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,7744,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
balance_v2_stage_setup,balance_v2,feet_together,marcus,0,checkup-balance-feet-together-v21;final-position-set-v21;countdown-three;countdown-two;countdown-one;go,measured_current_mp3,7244,0,12000,22000,true,true,checkup-balance-feet-together-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,clara,250,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,5719,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,clara,250,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5498,0,7000,14000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,clara,100,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5348,0,7000,14000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,marcus,250,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5312,0,7000,14000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,clara,100,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,5269,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,clara,0,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5248,0,7000,14000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,marcus,100,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5162,0,7000,14000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
loss_plus_recovery,shared,loss_recovery,marcus,0,tracking-loss-v21;tracking-recovered-v21,measured_current_mp3,5062,0,7000,14000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,marcus,250,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,5022,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,clara,0,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,4969,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,marcus,100,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,4572,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
training_control_confirmation,training,controls,marcus,0,paused-v21;resuming-v21;retry-v21;training-skip-v21,measured_current_mp3,4272,0,7000,14000,true,true,training-skip-v21,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,clara,250,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3936,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,marcus,250,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3798,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,clara,250,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,3797,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,clara,250,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,3675,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,clara,100,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3636,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,marcus,100,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3498,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,clara,100,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,3497,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,marcus,250,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,3443,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,clara,0,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3436,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
completion_transition_stack,shared,completion,marcus,0,item-complete-v21;next-exercise-v21;set-complete-v21,measured_current_mp3,3298,0,9000,16000,true,true,next-exercise-v21,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,clara,0,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,3297,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,clara,250,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,3269,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,clara,100,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,3225,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,marcus,250,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,3193,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,clara,100,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,3119,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,marcus,250,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,3083,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,clara,0,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,3019,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,marcus,100,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,2993,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,marcus,100,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,2933,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,clara,0,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,2925,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,marcus,100,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,2893,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
training_later_set_reminder,training,later_set,marcus,0,ex-balance-feet-together-hold-next-v21;target-balance-feet-together-hold-v21,measured_current_mp3,2833,0,8000,16000,true,true,target-balance-feet-together-hold-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,marcus,0,tracking-loss-v21,measured_current_mp3,2694,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,marcus,100,tracking-loss-v21,measured_current_mp3,2694,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,marcus,250,tracking-loss-v21,measured_current_mp3,2694,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
micro_check_control_completion,micro_check,control_completion,marcus,0,paused-v21;resuming-v21;microcheck-complete-v21,measured_current_mp3,2693,0,8000,16000,true,true,microcheck-complete-v21,All cue durations measured from current disk files.
countdown_go_sequence_integrity,shared,countdown,marcus,0,countdown-three;countdown-two;countdown-one;go,measured_current_mp3,2693,0,5000,9000,true,true,countdown-three,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,clara,0,tracking-recovered-v21,measured_current_mp3,2647,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,clara,100,tracking-recovered-v21,measured_current_mp3,2647,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,clara,250,tracking-recovered-v21,measured_current_mp3,2647,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,clara,0,tracking-loss-v21,measured_current_mp3,2601,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,clara,100,tracking-loss-v21,measured_current_mp3,2601,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
tracking_loss,shared,loss,clara,250,tracking-loss-v21,measured_current_mp3,2601,0,4000,8000,true,true,tracking-loss-v21,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,marcus,0,tracking-recovered-v21,measured_current_mp3,2368,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,marcus,100,tracking-recovered-v21,measured_current_mp3,2368,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
tracking_recovery,shared,recovery,marcus,250,tracking-recovered-v21,measured_current_mp3,2368,0,4000,8000,true,true,tracking-recovered-v21,All cue durations measured from current disk files.
