scenarioId,category,runtimeKind,itemId,setIndex,sideOrLead,phaseBefore,event,eventAcceptedAtMs,plannedCueKeys,trackedOutcome,phaseAfter,activeStarted,activeStopped,progressFired,progressDropped,sfxCount,recoveryId,countdownRestarted,transitionId,controllerCreditChanged,legacyVoiceEmitted,v21VoiceEmitted,passed,testCoverage,notes
progress_rep_set_sfx_only,progress,legacy_generic,squat-free,0,,active,accepted_controller_event,1280,,completed_or_optional_drop,item_setup,false,false,false,false,1,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_15_second,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1290,five-seconds-left-v21,completed_or_optional_drop,item_setup,false,false,true,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_20_second,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1300,halfway-v21;five-seconds-left-v21,completed_or_optional_drop,item_setup,false,false,true,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_30_second,progress,legacy_generic,neck-rotation,1,,item_setup,accepted_controller_event,1310,halfway-v21;five-seconds-left-v21,completed_or_optional_drop,item_setup,false,false,true,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_rom_12_second_none,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1320,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_rom_14_second_none,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1330,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_side_6_second_none,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1340,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_side_7_5_second_none,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1350,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_side_10_second_none,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1360,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_side_15_second,progress,legacy_generic,squat-free,1,,item_setup,accepted_controller_event,1370,five-seconds-left-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_busy_dropped,progress,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1380,,completed_or_optional_drop,item_setup,false,false,false,true,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_dropped_not_replayed,progress,legacy_generic,squat-free,0,,active,accepted_controller_event,1390,,completed_or_optional_drop,item_setup,false,false,false,true,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_cancelled_on_pause,progress,legacy_generic,squat-free,0,,item_setup,pause_accepted,1400,,completed_or_optional_drop,cancelled,false,true,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_cancelled_on_tracking_loss,progress,legacy_generic,squat-free,0,,tracking_recovery,cancel_accepted,1410,,completed_or_optional_drop,cancelled,false,true,false,false,0,recovery:progress_cancelled_on_tracking_loss,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_cancelled_on_side_switch,progress,legacy_generic,squat-free,0,,item_setup,cancel_accepted,1420,,completed_or_optional_drop,cancelled,false,true,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
progress_cancelled_on_set_exit,progress,legacy_generic,squat-free,0,,item_setup,cancel_accepted,1430,,completed_or_optional_drop,cancelled,false,true,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
times_up_interrupts_progress,times-up/transitions,legacy_generic,squat-free,0,,active,times_up,1440,times-up-v21,completed_or_optional_drop,item_setup,false,true,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
tracking_loss_before_times_up,times-up/transitions,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1450,tracking-loss-v21,completed_or_optional_drop,tracking_recovery,false,true,false,false,0,recovery:tracking_loss_before_times_up,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
times_up_before_tracking_loss,times-up/transitions,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1460,times-up-v21,completed_or_optional_drop,tracking_recovery,false,true,false,false,0,recovery:times_up_before_tracking_loss,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
same_frame_times_up_tracking_precedence,times-up/transitions,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1470,times-up-v21,completed_or_optional_drop,item_setup,false,true,false,false,0,recovery:same_frame_times_up_tracking_precedence,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
rep_set_complete_then_rest,times-up/transitions,legacy_generic,squat-free,0,,active,session_completed,1480,set-complete-v21;rest-now-v21,completed_or_optional_drop,session_completion,false,false,false,false,0,,false,transition:rep_set_complete_then_rest,true,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
timed_set_time_then_rest,times-up/transitions,legacy_generic,neck-rotation,0,,item_setup,accepted_controller_event,1490,times-up-v21;rest-now-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,transition:timed_set_time_then_rest,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
rest_boundary_not_shortened,times-up/transitions,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1500,rest-now-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,transition:rest_boundary_not_shortened,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
last_set_multi_set_only,times-up/transitions,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1510,last-set-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
one_set_no_last_set,times-up/transitions,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1520,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
next_exercise_once,times-up/transitions,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1530,next-exercise-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
session_complete_once,times-up/transitions,legacy_generic,squat-free,0,,item_setup,session_completed,1540,session-complete-v21,completed_or_optional_drop,session_completion,false,false,false,false,0,,false,transition:session_complete_once,true,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
skip_no_next_exercise_duplicate,times-up/transitions,legacy_generic,squat-free,0,,item_setup,item_skipped,1550,training-skip-v21,completed_or_optional_drop,item_transition,false,true,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
transition_missing_audio_visible_fallback,times-up/transitions,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1560,,visible_fallback,item_setup,false,false,false,false,0,,false,transition:transition_missing_audio_visible_fallback,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Required audio failure uses visible fallback and does not cross the gated boundary.
both_sides_first_side_switch_no_rest,both-sides,both_sides_round,balance-single-leg-hold,0,semantic_side_preserved,item_setup,accepted_controller_event,1570,switch-legs-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,transition:both_sides_first_side_switch_no_rest,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
both_sides_second_side_round_complete,both-sides,both_sides_round,balance-single-leg-hold,1,semantic_side_preserved,item_setup,session_completed,1580,set-complete-v21,completed_or_optional_drop,session_completion,false,false,false,false,0,,false,transition:both_sides_second_side_round_complete,true,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
both_sides_recovery_preserves_first_side,both-sides,both_sides_round,balance-single-leg-hold,0,semantic_side_preserved,tracking_recovery,accepted_controller_event,1590,tracking-loss-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:both_sides_recovery_preserves_first_side,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
both_sides_pause_preserves_side,both-sides,both_sides_round,balance-single-leg-hold,0,semantic_side_preserved,item_setup,pause_accepted,1600,paused-v21,completed_or_optional_drop,paused,false,true,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
both_sides_progress_attempt_scoped,both-sides,both_sides_round,balance-single-leg-hold,0,semantic_side_preserved,item_setup,accepted_controller_event,1610,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
both_sides_voice_switch_preserves_side,both-sides,both_sides_round,balance-single-leg-hold,0,semantic_side_preserved,item_setup,voice_changed,1620,switch-sides-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
step_up_rep_sfx_only,step-up,step_up_alternation,step-up,0,expected_lead_preserved,active,accepted_controller_event,1630,,completed_or_optional_drop,item_setup,false,false,false,false,1,,false,,true,false,false,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
step_up_wrong_lead_correction_only,step-up,step_up_alternation,step-up,0,expected_lead_preserved,item_setup,accepted_controller_event,1640,step-up-wrong-left-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
step_up_no_per_rep_voice_switch,step-up,step_up_alternation,step-up,0,expected_lead_preserved,active,voice_changed,1650,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
step_up_tracking_recovery_expected_lead,step-up,step_up_alternation,step-up,0,expected_lead_preserved,tracking_recovery,tracking_loss_confirmed,1660,tracking-loss-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:step_up_tracking_recovery_expected_lead,false,,false,false,true,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
step_up_pause_resume_expected_lead,step-up,step_up_alternation,step-up,0,expected_lead_preserved,item_setup,pause_accepted,1670,paused-v21;resuming-v21,completed_or_optional_drop,paused,false,true,false,false,0,,true,,false,false,true,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
step_up_set_transition_once,step-up,step_up_alternation,step-up,0,expected_lead_preserved,item_setup,accepted_controller_event,1680,set-complete-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,transition:step_up_set_transition_once,false,false,true,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
floor_pause_resume_final_position,floor,floor_v21,glute-bridge-hold,0,,item_setup,pause_accepted,1690,paused-v21;resuming-v21;final-position-set-v21,completed_or_optional_drop,paused,false,true,false,false,0,,true,,false,false,true,true,sessionPlayer floor/runtime suites,Scenario is covered by production planner/runtime contract and focused tests.
floor_retry_no_duplicate_transition,floor,floor_v21,glute-bridge-hold,0,,item_setup,retry_accepted,1700,retry-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,true,transition:floor_retry_no_duplicate_transition,false,false,true,true,sessionPlayer floor/runtime suites,Scenario is covered by production planner/runtime contract and focused tests.
floor_tracking_recovery_final_position,floor,floor_v21,glute-bridge-hold,0,,tracking_recovery,tracking_loss_confirmed,1710,tracking-loss-v21;tracking-recovered-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:floor_tracking_recovery_final_position,false,,false,false,true,true,sessionPlayer floor/runtime suites,Scenario is covered by production planner/runtime contract and focused tests.
floor_restore_no_auto_start,floor,floor_v21,glute-bridge-hold,0,,restore,accepted_controller_event,1720,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,transition:floor_restore_no_auto_start,false,false,false,true,store/backend focused suites,Restore never auto-starts active work.
floor_memory_preserved_controls,floor,floor_v21,glute-bridge-hold,0,,item_setup,accepted_controller_event,1730,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,sessionPlayer floor/runtime suites,Scenario is covered by production planner/runtime contract and focused tests.
tracking_loss_generic_rep,recovery,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1740,tracking-loss-v21,completed_or_optional_drop,tracking_recovery,false,true,false,false,0,recovery:tracking_loss_generic_rep,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_loss_timed_set,recovery,legacy_generic,neck-rotation,0,,tracking_recovery,tracking_loss_confirmed,1750,tracking-loss-v21,completed_or_optional_drop,tracking_recovery,false,true,false,false,0,recovery:tracking_loss_timed_set,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_loss_rom,recovery,legacy_generic,squat-free,0,,tracking_recovery,tracking_loss_confirmed,1760,tracking-loss-v21,completed_or_optional_drop,tracking_recovery,false,true,false,false,0,recovery:tracking_loss_rom,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_repeated_same_episode,recovery,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1770,tracking-loss-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:tracking_repeated_same_episode,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_new_episode_after_restart,recovery,legacy_generic,squat-free,0,,tracking_recovery,tracking_loss_confirmed,1780,tracking-loss-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:tracking_new_episode_after_restart,false,transition:tracking_new_episode_after_restart,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_recovered_fresh_countdown,recovery,legacy_generic,squat-free,0,,countdown,tracking_loss_confirmed,1790,tracking-recovered-v21;countdown-three;countdown-two;countdown-one;go,completed_or_optional_drop,item_setup,true,false,false,false,0,recovery:tracking_recovered_fresh_countdown,true,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
tracking_loss_missing_audio_visible_recovery,recovery,legacy_generic,squat-free,0,,tracking_recovery,tracking_loss_confirmed,1800,,visible_fallback,tracking_recovery,false,true,false,false,0,recovery:tracking_loss_missing_audio_visible_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Required audio failure uses visible fallback and does not cross the gated boundary.
tracking_recovered_missing_audio_visible_fallback,recovery,legacy_generic,squat-free,0,,tracking_recovery,tracking_loss_confirmed,1810,,visible_fallback,item_setup,false,false,false,false,0,recovery:tracking_recovered_missing_audio_visible_fallback,true,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Required audio failure uses visible fallback and does not cross the gated boundary.
stale_recovery_callback_ignored,recovery,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,1820,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:stale_recovery_callback_ignored,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
reactive_tracking_mapped,reactive safety,legacy_generic,squat-free,0,,active,tracking_loss_confirmed,1830,tracking-loss-v21,completed_or_optional_drop,active,false,false,false,false,0,recovery:reactive_tracking_mapped,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
reactive_equipment_event_retry_required,reactive safety,legacy_generic,squat-free,0,,active,retry_accepted,1840,retry-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,true,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
reactive_health_stop_no_auto_resume,reactive safety,legacy_generic,squat-free,0,,active,resume_accepted,1850,,completed_or_optional_drop,item_setup,false,false,false,false,0,,true,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
reactive_preventative_no_duplicate,reactive safety,legacy_generic,squat-free,0,,active,accepted_controller_event,1860,,completed_or_optional_drop,active,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
reactive_no_fake_detection,reactive safety,legacy_generic,squat-free,0,,active,accepted_controller_event,1870,,completed_or_optional_drop,active,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
reactive_all_migration_rows_classified,reactive safety,legacy_generic,squat-free,0,,active,accepted_controller_event,1880,,completed_or_optional_drop,active,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Reactive safety destination comes from production reactiveSafety contracts.
voice_switch_required_setup,voice switching,legacy_generic,squat-free,0,,item_setup,voice_changed,1890,ex-squat-free-first-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
voice_switch_active_deferred,voice switching,legacy_generic,squat-free,0,,active,voice_changed,1900,,completed_or_optional_drop,active,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
voice_switch_paused,voice switching,legacy_generic,squat-free,0,,paused,pause_accepted,1910,resuming-v21,completed_or_optional_drop,paused,false,true,false,false,0,,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
voice_switch_recovery,voice switching,legacy_generic,squat-free,0,,tracking_recovery,voice_changed,1920,tracking-recovered-v21,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:voice_switch_recovery,false,,false,false,true,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
