scenarioId,variantId,eventIndex,eventType,repAttemptId,setIndex,expectedLeadBefore,observedLead,bothFeetAtStart,ascentValid,topPhaseValid,bothFeetReturnedToFloor,trackingValid,outcome,credited,sfxPlayed,expectedLeadAfter,acceptedRepCount,leftLeadRepCount,rightLeadRepCount,setCompleted,progressionEligible,validTimeMs,seedBefore,seedAfter,restoreState,sourceFunction,notes
step_up_left_first_set_12_reps,base,11,rep_evidence,step_up_left_first_set_12_reps-rep-11,0,left,left,true,true,true,true,true,accepted,true,true,right,11,6,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_left_first_set_12_reps,base,12,rep_evidence,step_up_left_first_set_12_reps-rep-12,0,right,right,true,true,true,true,true,accepted,true,true,left,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,1,rep_evidence,step_up_right_first_set_12_reps-rep-1,0,right,right,true,true,true,true,true,accepted,true,true,left,1,0,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,2,rep_evidence,step_up_right_first_set_12_reps-rep-2,0,left,left,true,true,true,true,true,accepted,true,true,right,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,3,rep_evidence,step_up_right_first_set_12_reps-rep-3,0,right,right,true,true,true,true,true,accepted,true,true,left,3,1,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,4,rep_evidence,step_up_right_first_set_12_reps-rep-4,0,left,left,true,true,true,true,true,accepted,true,true,right,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,5,rep_evidence,step_up_right_first_set_12_reps-rep-5,0,right,right,true,true,true,true,true,accepted,true,true,left,5,2,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,6,rep_evidence,step_up_right_first_set_12_reps-rep-6,0,left,left,true,true,true,true,true,accepted,true,true,right,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,7,rep_evidence,step_up_right_first_set_12_reps-rep-7,0,right,right,true,true,true,true,true,accepted,true,true,left,7,3,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,8,rep_evidence,step_up_right_first_set_12_reps-rep-8,0,left,left,true,true,true,true,true,accepted,true,true,right,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,9,rep_evidence,step_up_right_first_set_12_reps-rep-9,0,right,right,true,true,true,true,true,accepted,true,true,left,9,4,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,10,rep_evidence,step_up_right_first_set_12_reps-rep-10,0,left,left,true,true,true,true,true,accepted,true,true,right,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,11,rep_evidence,step_up_right_first_set_12_reps-rep-11,0,right,right,true,true,true,true,true,accepted,true,true,left,11,5,6,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_right_first_set_12_reps,base,12,rep_evidence,step_up_right_first_set_12_reps-rep-12,0,left,left,true,true,true,true,true,accepted,true,true,right,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,1,rep_evidence,step_up_three_sets_left_initial-rep-1,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,2,rep_evidence,step_up_three_sets_left_initial-rep-2,0,right,right,true,true,true,true,true,accepted,true,true,left,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,3,rep_evidence,step_up_three_sets_left_initial-rep-3,0,left,left,true,true,true,true,true,accepted,true,true,right,3,2,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,4,rep_evidence,step_up_three_sets_left_initial-rep-4,0,right,right,true,true,true,true,true,accepted,true,true,left,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,5,rep_evidence,step_up_three_sets_left_initial-rep-5,0,left,left,true,true,true,true,true,accepted,true,true,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,6,rep_evidence,step_up_three_sets_left_initial-rep-6,0,right,right,true,true,true,true,true,accepted,true,true,left,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,7,rep_evidence,step_up_three_sets_left_initial-rep-7,0,left,left,true,true,true,true,true,accepted,true,true,right,7,4,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,8,rep_evidence,step_up_three_sets_left_initial-rep-8,0,right,right,true,true,true,true,true,accepted,true,true,left,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,9,rep_evidence,step_up_three_sets_left_initial-rep-9,0,left,left,true,true,true,true,true,accepted,true,true,right,9,5,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,10,rep_evidence,step_up_three_sets_left_initial-rep-10,0,right,right,true,true,true,true,true,accepted,true,true,left,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,11,rep_evidence,step_up_three_sets_left_initial-rep-11,0,left,left,true,true,true,true,true,accepted,true,true,right,11,6,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,12,rep_evidence,step_up_three_sets_left_initial-rep-12,0,right,right,true,true,true,true,true,accepted,true,true,left,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,13,rep_evidence,step_up_three_sets_left_initial-rep-1,1,right,right,true,true,true,true,true,accepted,true,true,left,1,0,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,14,rep_evidence,step_up_three_sets_left_initial-rep-2,1,left,left,true,true,true,true,true,accepted,true,true,right,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,15,rep_evidence,step_up_three_sets_left_initial-rep-3,1,right,right,true,true,true,true,true,accepted,true,true,left,3,1,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,16,rep_evidence,step_up_three_sets_left_initial-rep-4,1,left,left,true,true,true,true,true,accepted,true,true,right,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,17,rep_evidence,step_up_three_sets_left_initial-rep-5,1,right,right,true,true,true,true,true,accepted,true,true,left,5,2,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,18,rep_evidence,step_up_three_sets_left_initial-rep-6,1,left,left,true,true,true,true,true,accepted,true,true,right,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,19,rep_evidence,step_up_three_sets_left_initial-rep-7,1,right,right,true,true,true,true,true,accepted,true,true,left,7,3,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,20,rep_evidence,step_up_three_sets_left_initial-rep-8,1,left,left,true,true,true,true,true,accepted,true,true,right,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,21,rep_evidence,step_up_three_sets_left_initial-rep-9,1,right,right,true,true,true,true,true,accepted,true,true,left,9,4,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,22,rep_evidence,step_up_three_sets_left_initial-rep-10,1,left,left,true,true,true,true,true,accepted,true,true,right,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,23,rep_evidence,step_up_three_sets_left_initial-rep-11,1,right,right,true,true,true,true,true,accepted,true,true,left,11,5,6,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,24,rep_evidence,step_up_three_sets_left_initial-rep-12,1,left,left,true,true,true,true,true,accepted,true,true,right,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,25,rep_evidence,step_up_three_sets_left_initial-rep-1,2,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,26,rep_evidence,step_up_three_sets_left_initial-rep-2,2,right,right,true,true,true,true,true,accepted,true,true,left,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,27,rep_evidence,step_up_three_sets_left_initial-rep-3,2,left,left,true,true,true,true,true,accepted,true,true,right,3,2,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,28,rep_evidence,step_up_three_sets_left_initial-rep-4,2,right,right,true,true,true,true,true,accepted,true,true,left,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,29,rep_evidence,step_up_three_sets_left_initial-rep-5,2,left,left,true,true,true,true,true,accepted,true,true,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,30,rep_evidence,step_up_three_sets_left_initial-rep-6,2,right,right,true,true,true,true,true,accepted,true,true,left,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,31,rep_evidence,step_up_three_sets_left_initial-rep-7,2,left,left,true,true,true,true,true,accepted,true,true,right,7,4,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,32,rep_evidence,step_up_three_sets_left_initial-rep-8,2,right,right,true,true,true,true,true,accepted,true,true,left,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,33,rep_evidence,step_up_three_sets_left_initial-rep-9,2,left,left,true,true,true,true,true,accepted,true,true,right,9,5,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,34,rep_evidence,step_up_three_sets_left_initial-rep-10,2,right,right,true,true,true,true,true,accepted,true,true,left,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,35,rep_evidence,step_up_three_sets_left_initial-rep-11,2,left,left,true,true,true,true,true,accepted,true,true,right,11,6,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_left_initial,base,36,rep_evidence,step_up_three_sets_left_initial-rep-12,2,right,right,true,true,true,true,true,accepted,true,true,left,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,1,rep_evidence,step_up_three_sets_right_initial-rep-1,0,right,right,true,true,true,true,true,accepted,true,true,left,1,0,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,2,rep_evidence,step_up_three_sets_right_initial-rep-2,0,left,left,true,true,true,true,true,accepted,true,true,right,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,3,rep_evidence,step_up_three_sets_right_initial-rep-3,0,right,right,true,true,true,true,true,accepted,true,true,left,3,1,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,4,rep_evidence,step_up_three_sets_right_initial-rep-4,0,left,left,true,true,true,true,true,accepted,true,true,right,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,5,rep_evidence,step_up_three_sets_right_initial-rep-5,0,right,right,true,true,true,true,true,accepted,true,true,left,5,2,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,6,rep_evidence,step_up_three_sets_right_initial-rep-6,0,left,left,true,true,true,true,true,accepted,true,true,right,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,7,rep_evidence,step_up_three_sets_right_initial-rep-7,0,right,right,true,true,true,true,true,accepted,true,true,left,7,3,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,8,rep_evidence,step_up_three_sets_right_initial-rep-8,0,left,left,true,true,true,true,true,accepted,true,true,right,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,9,rep_evidence,step_up_three_sets_right_initial-rep-9,0,right,right,true,true,true,true,true,accepted,true,true,left,9,4,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,10,rep_evidence,step_up_three_sets_right_initial-rep-10,0,left,left,true,true,true,true,true,accepted,true,true,right,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,11,rep_evidence,step_up_three_sets_right_initial-rep-11,0,right,right,true,true,true,true,true,accepted,true,true,left,11,5,6,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,12,rep_evidence,step_up_three_sets_right_initial-rep-12,0,left,left,true,true,true,true,true,accepted,true,true,right,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,13,rep_evidence,step_up_three_sets_right_initial-rep-1,1,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,14,rep_evidence,step_up_three_sets_right_initial-rep-2,1,right,right,true,true,true,true,true,accepted,true,true,left,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,15,rep_evidence,step_up_three_sets_right_initial-rep-3,1,left,left,true,true,true,true,true,accepted,true,true,right,3,2,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,16,rep_evidence,step_up_three_sets_right_initial-rep-4,1,right,right,true,true,true,true,true,accepted,true,true,left,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,17,rep_evidence,step_up_three_sets_right_initial-rep-5,1,left,left,true,true,true,true,true,accepted,true,true,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,18,rep_evidence,step_up_three_sets_right_initial-rep-6,1,right,right,true,true,true,true,true,accepted,true,true,left,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,19,rep_evidence,step_up_three_sets_right_initial-rep-7,1,left,left,true,true,true,true,true,accepted,true,true,right,7,4,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,20,rep_evidence,step_up_three_sets_right_initial-rep-8,1,right,right,true,true,true,true,true,accepted,true,true,left,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,21,rep_evidence,step_up_three_sets_right_initial-rep-9,1,left,left,true,true,true,true,true,accepted,true,true,right,9,5,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,22,rep_evidence,step_up_three_sets_right_initial-rep-10,1,right,right,true,true,true,true,true,accepted,true,true,left,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,23,rep_evidence,step_up_three_sets_right_initial-rep-11,1,left,left,true,true,true,true,true,accepted,true,true,right,11,6,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,24,rep_evidence,step_up_three_sets_right_initial-rep-12,1,right,right,true,true,true,true,true,accepted,true,true,left,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,25,rep_evidence,step_up_three_sets_right_initial-rep-1,2,right,right,true,true,true,true,true,accepted,true,true,left,1,0,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,26,rep_evidence,step_up_three_sets_right_initial-rep-2,2,left,left,true,true,true,true,true,accepted,true,true,right,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,27,rep_evidence,step_up_three_sets_right_initial-rep-3,2,right,right,true,true,true,true,true,accepted,true,true,left,3,1,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,28,rep_evidence,step_up_three_sets_right_initial-rep-4,2,left,left,true,true,true,true,true,accepted,true,true,right,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,29,rep_evidence,step_up_three_sets_right_initial-rep-5,2,right,right,true,true,true,true,true,accepted,true,true,left,5,2,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,30,rep_evidence,step_up_three_sets_right_initial-rep-6,2,left,left,true,true,true,true,true,accepted,true,true,right,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,31,rep_evidence,step_up_three_sets_right_initial-rep-7,2,right,right,true,true,true,true,true,accepted,true,true,left,7,3,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,32,rep_evidence,step_up_three_sets_right_initial-rep-8,2,left,left,true,true,true,true,true,accepted,true,true,right,8,4,4,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,33,rep_evidence,step_up_three_sets_right_initial-rep-9,2,right,right,true,true,true,true,true,accepted,true,true,left,9,4,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,34,rep_evidence,step_up_three_sets_right_initial-rep-10,2,left,left,true,true,true,true,true,accepted,true,true,right,10,5,5,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,35,rep_evidence,step_up_three_sets_right_initial-rep-11,2,right,right,true,true,true,true,true,accepted,true,true,left,11,5,6,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
step_up_three_sets_right_initial,base,36,rep_evidence,step_up_three_sets_right_initial-rep-12,2,left,left,true,true,true,true,true,accepted,true,true,right,12,6,6,true,true,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_on_first_rep,base,1,rep_evidence,wrong-first,0,left,right,true,false,true,true,true,wrong_lead,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,1,rep_evidence,correct-before-wrong-1,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,2,rep_evidence,correct-before-wrong-2,0,right,right,true,true,true,true,true,accepted,true,true,left,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,3,rep_evidence,correct-before-wrong-3,0,left,left,true,true,true,true,true,accepted,true,true,right,3,2,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,4,rep_evidence,correct-before-wrong-4,0,right,right,true,true,true,true,true,accepted,true,true,left,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,5,rep_evidence,correct-before-wrong-5,0,left,left,true,true,true,true,true,accepted,true,true,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_after_five_reps,base,6,rep_evidence,wrong-after-five,0,right,left,true,false,true,true,true,wrong_lead,false,false,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_returns_to_floor_then_corrects,base,1,rep_evidence,wrong-return,0,left,right,true,false,true,true,true,wrong_lead,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
wrong_lead_returns_to_floor_then_corrects,base,2,rep_evidence,correct-after-wrong,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
generic_rep_without_lead_evidence_rejected,base,1,rep_evidence,generic-unknown,0,left,,true,false,true,true,true,invalid_phase,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
opposite_chain_clearer_not_auto_credited,base,1,rep_evidence,opposite-clearer,0,left,,true,false,true,true,true,invalid_phase,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,"Readiness may require both chains, but no production helper auto-assigns the lead from the clearer opposite chain."
top_reached_no_floor_return,base,1,rep_evidence,top-no-return,0,left,left,true,true,true,false,true,invalid_phase,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
one_foot_remains_on_step,base,1,rep_evidence,one-foot-remains,0,left,left,true,true,true,false,true,invalid_phase,false,false,left,0,0,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
duplicate_completion_callback,base,1,rep_evidence,duplicate-callback,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,advanceStepUpAlternationState,first completion
duplicate_completion_callback,base,2,duplicate_callback,duplicate-callback,0,right,left,true,true,true,true,true,duplicate_callback,false,false,right,1,1,0,false,false,0,,,,advanceStepUpAlternationState,duplicate completion callback
stale_callback_after_next_rep_started,base,1,stale_callback,old-attempt,0,left,left,true,true,true,true,true,stale_callback,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,old attempt callback after next rep started
threshold_noise_single_credit,base,1,threshold_noise,threshold-noise,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,advanceStepUpAlternationState,first threshold crossing
threshold_noise_single_credit,base,2,threshold_noise,threshold-noise,0,right,left,true,true,true,true,true,threshold_noise,false,false,right,1,1,0,false,false,0,,,,advanceStepUpAlternationState,duplicate threshold jitter callback suppressed
descent_order_not_overconstrained,base,1,rep_evidence,descent-any-order,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,StepUpRepEvidence has no descent-order field; only both-feet floor return gates credit.
tracking_loss_mid_left_lead_rep,base,1,tracking_interrupted,tracking_loss_mid_left_lead_rep-attempt,0,left,left,true,true,false,false,false,tracking_recovery,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,
tracking_loss_mid_right_lead_rep,base,1,tracking_interrupted,tracking_loss_mid_right_lead_rep-attempt,0,right,right,true,true,false,false,false,tracking_recovery,false,false,right,0,0,0,false,false,0,,,,advanceStepUpAlternationState,
pause_mid_rep,base,1,pause_callback,pause_mid_rep-attempt,0,left,left,true,true,true,true,true,pause_callback,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,pause_callback after partial rep
background_mid_rep,base,1,background_callback,background_mid_rep-attempt,0,left,left,true,true,true,true,true,background_callback,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,background_callback after partial rep
restore_after_six_reps,base,1,rep_evidence,restore_after_six_reps-rep-1,0,left,left,true,true,true,true,true,accepted,true,true,right,1,1,0,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
restore_after_six_reps,base,2,rep_evidence,restore_after_six_reps-rep-2,0,right,right,true,true,true,true,true,accepted,true,true,left,2,1,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
