scenarioId,variantId,eventIndex,timestampMs,eventType,runtimeLayer,setIndex,repAttemptId,logicalRepId,expectedLeadBefore,observedLead,bothFeetAtStart,topPhaseValid,bothFeetReturnedToFloor,trackingValid,evidenceOutcome,statePhaseBefore,statePhaseAfter,credited,alternationAccepted,sfxPlayed,genericRepCredited,expectedLeadAfter,acceptedRepCount,leftLeadRepCount,rightLeadRepCount,setCompleted,setResultEmitted,setResultId,progressionConsumed,progressionEligible,serialized,restored,seedBefore,seedAfter,voiceExpectedLead,voiceTargetTotal,notes
three_sets_progression_exactly_three_results,base,16,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-4,three_sets_progression_exactly_three_results-rep-4,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,4,2,2,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,17,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-5,three_sets_progression_exactly_three_results-rep-5,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,5,2,3,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,18,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-6,three_sets_progression_exactly_three_results-rep-6,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,6,3,3,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,19,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-7,three_sets_progression_exactly_three_results-rep-7,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,7,3,4,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,20,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-8,three_sets_progression_exactly_three_results-rep-8,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,8,4,4,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,21,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-9,three_sets_progression_exactly_three_results-rep-9,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,9,4,5,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,22,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-10,three_sets_progression_exactly_three_results-rep-10,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,10,5,5,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,23,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-11,three_sets_progression_exactly_three_results-rep-11,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,11,5,6,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,24,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-12,three_sets_progression_exactly_three_results-rep-12,left,left,true,true,true,true,accepted,ready_both_feet_floor,set_complete,true,true,true,false,right,12,6,6,true,,,,true,,,,,,,
three_sets_progression_exactly_three_results,base,25,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-1,three_sets_progression_exactly_three_results-rep-1,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,1,1,0,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,26,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-2,three_sets_progression_exactly_three_results-rep-2,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,2,1,1,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,27,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-3,three_sets_progression_exactly_three_results-rep-3,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,3,2,1,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,28,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-4,three_sets_progression_exactly_three_results-rep-4,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,4,2,2,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,29,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-5,three_sets_progression_exactly_three_results-rep-5,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,5,3,2,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,30,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-6,three_sets_progression_exactly_three_results-rep-6,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,6,3,3,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,31,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-7,three_sets_progression_exactly_three_results-rep-7,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,7,4,3,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,32,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-8,three_sets_progression_exactly_three_results-rep-8,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,8,4,4,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,33,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-9,three_sets_progression_exactly_three_results-rep-9,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,9,5,4,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,34,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-10,three_sets_progression_exactly_three_results-rep-10,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,10,5,5,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,35,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-11,three_sets_progression_exactly_three_results-rep-11,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,11,6,5,false,,,,false,,,,,,,
three_sets_progression_exactly_three_results,base,36,5433,rep_evidence,step_up_alternation,0,three_sets_progression_exactly_three_results-rep-12,three_sets_progression_exactly_three_results-rep-12,right,right,true,true,true,true,accepted,ready_both_feet_floor,set_complete,true,true,true,false,left,12,6,6,true,,,,true,,,,,,,
local_runtime_roundtrip_after_six_reps,base,1,5433,rep_evidence,step_up_alternation,0,local-six-1,local-six-1,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,1,1,0,false,,,,false,,,,,,,
local_runtime_roundtrip_after_six_reps,base,2,5433,rep_evidence,step_up_alternation,0,local-six-2,local-six-2,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,2,1,1,false,,,,false,,,,,,,
local_runtime_roundtrip_after_six_reps,base,3,5433,rep_evidence,step_up_alternation,0,local-six-3,local-six-3,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,3,2,1,false,,,,false,,,,,,,
local_runtime_roundtrip_after_six_reps,base,4,5433,rep_evidence,step_up_alternation,0,local-six-4,local-six-4,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,4,2,2,false,,,,false,,,,,,,
local_runtime_roundtrip_after_six_reps,base,5,5433,rep_evidence,step_up_alternation,0,local-six-5,local-six-5,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,right,5,3,2,false,,,,false,,,,,,,
local_runtime_roundtrip_after_six_reps,base,6,5433,rep_evidence,step_up_alternation,0,local-six-6,local-six-6,right,right,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,true,true,true,false,left,6,3,3,false,,,,false,,,,,,,
local_runtime_restore_mid_rep_retires_partial,base,1,5433,restore_callback,step_up_alternation,0,restore-mid-attempt,restore-mid-attempt,left,left,true,true,true,true,accepted,ready_both_feet_floor,ready_both_feet_floor,false,false,false,false,left,0,0,0,false,,,,false,,,,,,,partial active attempt retired on restore
seed_main_plan_completion_flips_exactly_once,base,1,5433,seed_update,App.tsx seed helper,0,,,,,,,,,,,,false,false,false,false,,0,0,0,,,,,,,,,"{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main:step-up""]}",,,"[{""completed"":true,""countsTowardMainPlan"":true,""eventId"":""main:step-up""},{""completed"":true,""countsTowardMainPlan"":true,""eventId"":""main:step-up""}]"
seed_skip_does_not_flip,base,1,5433,seed_update,App.tsx seed helper,0,,,,,,,,,,,,false,false,false,false,,0,0,0,,,,,,,,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,,"[{""completed"":false,""countsTowardMainPlan"":true,""eventId"":""skip:step-up""}]"
seed_cancel_incomplete_does_not_flip,base,1,5433,seed_update,App.tsx seed helper,0,,,,,,,,,,,,false,false,false,false,,0,0,0,,,,,,,,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,,"[{""completed"":false,""countsTowardMainPlan"":true,""eventId"":""cancel:step-up""}]"
seed_manual_practice_does_not_flip,base,1,5433,seed_update,App.tsx seed helper,0,,,,,,,,,,,,false,false,false,false,,0,0,0,,,,,,,,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,,"[{""completed"":true,""countsTowardMainPlan"":false,""eventId"":""manual:step-up""}]"
seed_explore_completion_does_not_flip,base,1,5433,seed_update,App.tsx seed helper,0,,,,,,,,,,,,false,false,false,false,,0,0,0,,,,,,,,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,,"[{""completed"":true,""countsTowardMainPlan"":false,""eventId"":""explore:step-up""}]"
feed_step_rep,base,4,5400,runtime_update,step_up_alternation,0,step-up-set-1-rep-1-epoch-2,step-up-set-1-rep-1-epoch-2,left,left,true,true,true,true,accepted,awaiting_expected_lead,ready_both_feet_floor,true,true,true,false,right,1,1,0,false,,,,,,,,,,,
voice_v21_live_expected_lead_and_target_match,base,1,5466,voice_context,TrainingSessionPlayer/voiceV21,0,,,right,,,,,,,,,false,false,false,false,right,1,1,0,,,,,,,,,,right,12,"{""cueKeys"":[""step-up-wrong-right-v21"",""final-position-set-v21""],""spokenText"":""Do twelve total reps.""}"
