jobId,logicalCueKey,physicalCueKey,voiceId,exactScript,flow,category,policyId,reuseDecision,reasonForGeneration,provider,model,providerVoiceId,outputPath,willCreateNew,willReplaceExisting,legacyAffected,manifestTarget,metadataTarget,dryRunStatus,blockingReason,notes
voice-v21-023,equip-door-anchor-v21,equip-door-anchor-v21,clara,Use a secure closed door anchor and test light tension first.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/equip-door-anchor-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-024,equip-door-anchor-v21,equip-door-anchor-v21,marcus,Use a secure closed door anchor and test light tension first.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/equip-door-anchor-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-025,equip-floor-transition-v21,equip-floor-transition-v21,clara,Move down to the floor and settle into the start position.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/equip-floor-transition-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-026,equip-floor-transition-v21,equip-floor-transition-v21,marcus,Move down to the floor and settle into the start position.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/equip-floor-transition-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-027,equip-long-band-v21,equip-long-band-v21,clara,Check the band first and keep it away from your face.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/equip-long-band-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-028,equip-long-band-v21,equip-long-band-v21,marcus,Check the band first and keep it away from your face.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/equip-long-band-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-029,equip-step-stable-v21,equip-step-stable-v21,clara,"Use the lowest stable step, with support nearby.",training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/equip-step-stable-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-030,equip-step-stable-v21,equip-step-stable-v21,marcus,"Use the lowest stable step, with support nearby.",training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/equip-step-stable-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-031,equip-support-close-v21,equip-support-close-v21,clara,Keep sturdy support within easy reach.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/equip-support-close-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-032,equip-support-close-v21,equip-support-close-v21,marcus,Keep sturdy support within easy reach.,training,equipment_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/equip-support-close-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-033,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,clara,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-feet-together-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-034,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,marcus,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-feet-together-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-035,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,clara,Feet-together hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-feet-together-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-036,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,marcus,Feet-together hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-feet-together-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-037,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,clara,Single-leg hold. Keep support close.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-single-leg-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-038,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,marcus,Single-leg hold. Keep support close.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-single-leg-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-039,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,clara,Single-leg hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-single-leg-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-040,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,marcus,Single-leg hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-single-leg-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-041,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,clara,Tandem hold. Keep support close.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-tandem-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-042,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,marcus,Tandem hold. Keep support close.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-tandem-hold-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-043,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,clara,Tandem hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-balance-tandem-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-044,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,marcus,Tandem hold.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-balance-tandem-hold-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-045,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,clara,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-band-pull-apart-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-046,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,marcus,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-band-pull-apart-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-047,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,clara,Band pull-apart.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-band-pull-apart-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-048,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,marcus,Band pull-apart.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-band-pull-apart-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-049,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,clara,Supported split squat. Keep fingertips near sturdy support.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-chair-supported-split-squat-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-050,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,marcus,Supported split squat. Keep fingertips near sturdy support.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-chair-supported-split-squat-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-051,ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,clara,Supported split squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-chair-supported-split-squat-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-052,ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,marcus,Supported split squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-chair-supported-split-squat-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
