scenarioId,variantId,voiceId,latencyProfile,eventIndex,eventId,controllerStateBefore,controllerStateAfter,cueKeys,outcome,recoveryEpisodeId,partialAttemptInvalidated,freshCountdown,activeVoiceId,pendingVoiceId,oldCallbackIgnored,mixedVoices,notes
full_normal_mpv2_checkup_marcus,full_normal_mpv2_checkup_marcus:marcus:L100,marcus,L100,11,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
full_normal_mpv2_checkup_marcus,full_normal_mpv2_checkup_marcus:marcus:L250,marcus,L250,12,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0,clara,L0,13,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100,clara,L100,14,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250,clara,L250,15,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0,marcus,L0,16,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100,marcus,L100,17,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250,marcus,L250,18,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L0,clara,L0,19,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L100,clara,L100,20,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L250,clara,L250,21,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L0,marcus,L0,22,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L100,marcus,L100,23,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L250,marcus,L250,24,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L0,clara,L0,25,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L100,clara,L100,26,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L250,clara,L250,27,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L0,marcus,L0,28,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L100,marcus,L100,29,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L250,marcus,L250,30,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L0,clara,L0,31,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L100,clara,L100,32,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L250,clara,L250,33,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L0,marcus,L0,34,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L100,marcus,L100,35,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L250,marcus,L250,36,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:clara:L0,clara,L0,37,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:clara:L100,clara,L100,38,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:clara:L250,clara,L250,39,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:marcus:L0,marcus,L0,40,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:marcus:L100,marcus,L100,41,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_use_best,balance_use_best:marcus:L250,marcus,L250,42,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:clara:L0,clara,L0,43,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:clara:L100,clara,L100,44,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:clara:L250,clara,L250,45,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L0,marcus,L0,46,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L100,marcus,L100,47,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L250,marcus,L250,48,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:clara:L0,clara,L0,49,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:clara:L100,clara,L100,50,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:clara:L250,clara,L250,51,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:marcus:L0,marcus,L0,52,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:marcus:L100,marcus,L100,53,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_left,shoulder_left:marcus:L250,marcus,L250,54,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:clara:L0,clara,L0,55,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:clara:L100,clara,L100,56,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:clara:L250,clara,L250,57,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:marcus:L0,marcus,L0,58,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:marcus:L100,marcus,L100,59,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
shoulder_right,shoulder_right:marcus:L250,marcus,L250,60,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:clara:L0,clara,L0,61,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:clara:L100,clara,L100,62,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:clara:L250,clara,L250,63,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:marcus:L0,marcus,L0,64,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:marcus:L100,marcus,L100,65,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
hinge_valid_result,hinge_valid_result:marcus:L250,marcus,L250,66,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:clara:L0,clara,L0,67,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:clara:L100,clara,L100,68,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:clara:L250,clara,L250,69,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:marcus:L0,marcus,L0,70,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:marcus:L100,marcus,L100,71,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
completion,completion:marcus:L250,marcus,L250,72,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:clara:L0,clara,L0,73,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:clara:L100,clara,L100,74,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:clara:L250,clara,L250,75,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:marcus:L0,marcus,L0,76,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:marcus:L100,marcus,L100,77,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
initial_effect_speech_versus_first_user_action,initial_effect_speech_versus_first_user_action:marcus:L250,marcus,L250,78,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:clara:L0,clara,L0,79,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:clara:L100,clara,L100,80,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:clara:L250,clara,L250,81,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:marcus:L0,marcus,L0,82,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:marcus:L100,marcus,L100,83,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
timer_event_while_prior_cue_playing,timer_event_while_prior_cue_playing:marcus:L250,marcus,L250,84,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:clara:L0,clara,L0,85,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:clara:L100,clara,L100,86,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:clara:L250,clara,L250,87,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:marcus:L0,marcus,L0,88,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:marcus:L100,marcus,L100,89,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
equal_priority_event_while_busy,equal_priority_event_while_busy:marcus:L250,marcus,L250,90,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:clara:L0,clara,L0,91,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:clara:L100,clara,L100,92,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:clara:L250,clara,L250,93,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:marcus:L0,marcus,L0,94,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:marcus:L100,marcus,L100,95,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
higher_priority_event_while_busy,higher_priority_event_while_busy:marcus:L250,marcus,L250,96,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:clara:L0,clara,L0,97,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:clara:L100,clara,L100,98,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:clara:L250,clara,L250,99,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:marcus:L0,marcus,L0,100,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:marcus:L100,marcus,L100,101,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_cue_missing,required_cue_missing:marcus:L250,marcus,L250,102,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:clara:L0,clara,L0,103,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:clara:L100,clara,L100,104,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:clara:L250,clara,L250,105,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:marcus:L0,marcus,L0,106,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:marcus:L100,marcus,L100,107,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
required_asset_resolution_throws,required_asset_resolution_throws:marcus:L250,marcus,L250,108,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,marcus,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
playback_creation_fails,playback_creation_fails:clara:L0,clara,L0,109,foundation_gate_rechecked,foundation_stage,foundation_stage,,foundation_contract_preserved,,false,false,clara,,false,false,The post-foundation audit remains the foundation source of truth; this audit rechecks no-regression source gates.
