cueKey,currentFlowReachability,v21Lifecycle,legacyRequired,conditionalLegacyReason,retireAfterFeatureGate,physicalAssetAction,manifestAction,notes
checkup-balance-tandem-right-v21,balance_v2,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-chair-stand-intro-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-chair-stand-setup-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-complete,movement_checkup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-complete-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-hinge-setup-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-intro,movement_checkup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-shoulder-raise-left-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-shoulder-raise-right-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-shoulder-turn-left-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
checkup-shoulder-turn-right-v21,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
close-your-eyes,conditional_legacy_balance,conditional_legacy_only,true,Eyes-closed balance is absent from default Balance V2.,false,keep,no_change_in_schema_task,Classified from current physical corpus.
comfortable_range_only,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
cooldown-now,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
countdown-one,balance_v2;micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
countdown-three,balance_v2;micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
countdown-two,balance_v2;micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
door_anchor_follow_manufacturer_setup,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
door_anchor_fully_closed,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
door_anchor_stay_out_of_door_path,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
door_anchor_stop_if_moves,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
door_anchor_test_light_tension,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-balance-support-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-chair-stable-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-door-anchor-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-floor-transition-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-long-band-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-step-stable-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
equip-support-close-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-feet-together-hold-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-feet-together-hold-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-single-leg-hold-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-single-leg-hold-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-tandem-hold-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-balance-tandem-hold-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-band-pull-apart-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-band-pull-apart-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-chair-supported-split-squat-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-chair-supported-split-squat-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-glute-bridge,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-glute-bridge-hold-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-glute-bridge-hold-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-glute-bridge-reps-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-glute-bridge-reps-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hamstring-reach,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-heel-raise,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-heel-raise-free-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-heel-raise-free-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-heel-raise-supported-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-heel-raise-supported-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hip-hinge,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hip-hinge-free-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hip-hinge-free-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hip-hinge-wall-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-hip-hinge-wall-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-loaded-march-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-loaded-march-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-loaded-sit-to-stand-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-loaded-sit-to-stand-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-march,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-mini-band-lateral-walk-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-mini-band-lateral-walk-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-neck-rotation,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-neck-rotation-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-neck-rotation-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-overhead,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-overhead-press-band-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-overhead-press-band-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-overhead-reach-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-overhead-reach-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-incline-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-incline-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-standard-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-standard-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-wall-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-push-up-wall-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-seated-band-row-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-seated-band-row-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-seated-hamstring-reach-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-seated-hamstring-reach-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sit-to-stand,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-free-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-free-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-loaded-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-loaded-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-slow-eccentric-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-slow-eccentric-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-supported-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-squat-supported-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-standing-band-row-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-standing-band-row-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-step-up,legacy_training_family_instruction,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-step-up-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-step-up-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-cushion-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-cushion-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-power-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-power-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-slow-eccentric-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-slow-eccentric-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-standard-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-sts-standard-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-supported-hip-flexor-stretch-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-supported-hip-flexor-stretch-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-supported-side-step-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-supported-side-step-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-thoracic-rotation-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-thoracic-rotation-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-toe-raise-supported-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-toe-raise-supported-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-wall-calf-stretch-first-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
ex-wall-calf-stretch-next-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
exercise-skipped,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
face-forward,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
final-position-set-v21,balance_v2;micro_check;movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
five-seconds-left-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
floor_clear_space,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
floor_slow_transition,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
floor_stop_if_transfer_unsteady,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
floor_use_support_for_transfer,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
floor-gate-question-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
framing-ready,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_breathe_normally,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_clear_space,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_pause_if_tracking_lost,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_stop_dizzy_or_lightheaded,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_stop_if_support_moves,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
global_stop_sharp_or_increasing_pain,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
go,balance_v2;micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
halfway-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
hinge-intro,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
hinge-setup,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
hold-still,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
item-complete,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
item-complete-v21,movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
last-set,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
last-set-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-chair-power-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-discard-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-mobility-left-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-mobility-right-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-relax-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-single-leg-left-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
micro-single-leg-right-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
microcheck-balance,legacy_micro_check,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
microcheck-chair,legacy_micro_check,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
microcheck-complete,legacy_micro_check,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
microcheck-complete-v21,micro_check,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
microcheck-intro,legacy_micro_check,retired,false,Retired/inactive for Micro-Check V2.1.,true,keep_for_now_no_delete_in_schema_task,no_change_in_schema_task,Classified from current physical corpus.
mobility_no_forcing,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_attempt_saved,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_attempt_start,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_complete,balance_v2;movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_full_hold,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_ready_after_30,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_ready_after_60,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_rest,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_tracking_retry,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_balance_use_best,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_chair_official_ready,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_chair_practice_start,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_checkup_intro,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_hinge_complete,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_hinge_no_measurement,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
mpv2_shoulder_tracking_retry,movement_checkup,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
next-exercise,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
next-exercise-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
next-up,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
no-reps,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-0,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-1,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-10,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-11,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-12,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-13,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-14,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-15,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-16,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-17,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-18,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-19,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-2,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-20,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-21,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-22,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-23,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-24,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-25,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-26,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-27,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-28,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-29,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-3,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-30,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-31,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-32,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-33,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-34,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-35,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-36,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-37,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-38,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-39,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-4,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-40,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-5,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-6,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-7,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
