scenarioId,variantId,voiceId,latencyProfile,eventIndex,eventId,controllerStateBefore,controllerStateAfter,eventScheduledAtMs,cueKeys,outcome,measurementStartsAtMs,measurementEndsAtMs,goPlaybackStartAtMs,blockedByVoice,visibleRetry,staleAfterStateExit,notes
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:immediate,clara,L0,11,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_250ms,clara,L0,12,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_250ms,clara,L0,13,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_250ms,clara,L0,14,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_250ms,clara,L0,15,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_250ms,clara,L0,16,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_current_speech,clara,L0,17,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_current_speech,clara,L0,18,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_current_speech,clara,L0,19,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_current_speech,clara,L0,20,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L0:after_current_speech,clara,L0,21,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:immediate,clara,L100,22,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:immediate,clara,L100,23,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:immediate,clara,L100,24,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:immediate,clara,L100,25,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:immediate,clara,L100,26,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_250ms,clara,L100,27,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_250ms,clara,L100,28,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_250ms,clara,L100,29,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_250ms,clara,L100,30,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_250ms,clara,L100,31,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_current_speech,clara,L100,32,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_current_speech,clara,L100,33,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_current_speech,clara,L100,34,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_current_speech,clara,L100,35,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L100:after_current_speech,clara,L100,36,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:immediate,clara,L250,37,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:immediate,clara,L250,38,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:immediate,clara,L250,39,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:immediate,clara,L250,40,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:immediate,clara,L250,41,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_250ms,clara,L250,42,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_250ms,clara,L250,43,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_250ms,clara,L250,44,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_250ms,clara,L250,45,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_250ms,clara,L250,46,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_current_speech,clara,L250,47,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_current_speech,clara,L250,48,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_current_speech,clara,L250,49,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_current_speech,clara,L250,50,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:clara:L250:after_current_speech,clara,L250,51,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:immediate,marcus,L0,52,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:immediate,marcus,L0,53,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:immediate,marcus,L0,54,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:immediate,marcus,L0,55,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:immediate,marcus,L0,56,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_250ms,marcus,L0,57,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_250ms,marcus,L0,58,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_250ms,marcus,L0,59,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_250ms,marcus,L0,60,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_250ms,marcus,L0,61,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_current_speech,marcus,L0,62,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_current_speech,marcus,L0,63,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_current_speech,marcus,L0,64,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_current_speech,marcus,L0,65,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L0:after_current_speech,marcus,L0,66,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:immediate,marcus,L100,67,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:immediate,marcus,L100,68,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:immediate,marcus,L100,69,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:immediate,marcus,L100,70,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:immediate,marcus,L100,71,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_250ms,marcus,L100,72,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_250ms,marcus,L100,73,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_250ms,marcus,L100,74,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_250ms,marcus,L100,75,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_250ms,marcus,L100,76,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_current_speech,marcus,L100,77,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_current_speech,marcus,L100,78,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_current_speech,marcus,L100,79,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_current_speech,marcus,L100,80,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L100:after_current_speech,marcus,L100,81,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:immediate,marcus,L250,82,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:immediate,marcus,L250,83,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:immediate,marcus,L250,84,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:immediate,marcus,L250,85,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:immediate,marcus,L250,86,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_250ms,marcus,L250,87,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_250ms,marcus,L250,88,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_250ms,marcus,L250,89,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_250ms,marcus,L250,90,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_250ms,marcus,L250,91,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_current_speech,marcus,L250,92,chair_official_ready_voice_completed,chair_countdown,chair_countdown,0,mpv2_chair_official_ready,completed,,,,false,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_current_speech,marcus,L250,93,countdown_three_started,chair_countdown,chair_countdown,0,countdown-three,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_current_speech,marcus,L250,94,countdown_two_started,chair_countdown,chair_countdown,0,countdown-two,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_current_speech,marcus,L250,95,countdown_one_started,chair_countdown,chair_countdown,0,countdown-one,started,,,,true,false,false,
chair_practice_to_official_attempt,chair_practice_to_official_attempt:marcus:L250:after_current_speech,marcus,L250,96,go_playback-start_event,chair_countdown,chair_active,0,go,measurement_started_from_go_playback_start,3000,,3000,false,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L0:default,clara,L0,97,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L100:default,clara,L100,98,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:clara:L250:default,clara,L250,99,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L0:default,marcus,L0,100,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L100:default,marcus,L100,101,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_valid_attempt_rest_next_attempt,balance_valid_attempt_rest_next_attempt:marcus:L250:default,marcus,L250,102,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L0:default,clara,L0,103,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L100:default,clara,L100,104,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:clara:L250:default,clara,L250,105,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L0:default,marcus,L0,106,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L100:default,marcus,L100,107,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_invalid_tracking_retry,balance_invalid_tracking_retry:marcus:L250:default,marcus,L250,108,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L0:default,clara,L0,109,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L100:default,clara,L100,110,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:clara:L250:default,clara,L250,111,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L0:default,marcus,L0,112,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L100:default,marcus,L100,113,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_full_hold_ceiling,balance_full_hold_ceiling:marcus:L250:default,marcus,L250,114,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:clara:L0:default,clara,L0,115,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:clara:L100:default,clara,L100,116,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:clara:L250:default,clara,L250,117,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:marcus:L0:default,marcus,L0,118,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:marcus:L100:default,marcus,L100,119,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_use_best,balance_use_best:marcus:L250:default,marcus,L250,120,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:clara:L0:default,clara,L0,121,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:clara:L100:default,clara,L100,122,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:clara:L250:default,clara,L250,123,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L0:default,marcus,L0,124,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L100:default,marcus,L100,125,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
balance_default_ready_after_60,balance_default_ready_after_60:marcus:L250:default,marcus,L250,126,balance_attempt_voice_completed,balance_ready,balance_trial,0,mpv2_balance_attempt_start,blocked_until_voice_completed,1200,,,true,false,false,
shoulder_left,shoulder_left:clara:L0:default,clara,L0,127,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_left,shoulder_left:clara:L100:default,clara,L100,128,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_left,shoulder_left:clara:L250:default,clara,L250,129,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_left,shoulder_left:marcus:L0:default,marcus,L0,130,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_left,shoulder_left:marcus:L100:default,marcus,L100,131,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_left,shoulder_left:marcus:L250:default,marcus,L250,132,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_right,shoulder_right:clara:L0:default,clara,L0,133,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_right,shoulder_right:clara:L100:default,clara,L100,134,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_right,shoulder_right:clara:L250:default,clara,L250,135,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_right,shoulder_right:marcus:L0:default,marcus,L0,136,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
shoulder_right,shoulder_right:marcus:L100:default,marcus,L100,137,shoulder_setup_voice_completed,shoulder_ready,shoulder_active,0,checkup-shoulder-raise-right-v21,blocked_until_voice_completed,1500,,,true,false,false,
