jobId,logicalCueKey,physicalCueKey,voiceId,exactScript,outputPath,status,provider,model,providerVoiceId,fileSizeBytes,sha256,durationMs,sampleRateHz,channels,metadataWritten,manifestRegistered,verifyAudioCovered,errorCode,errorMessage,notes
voice-v21-001,checkup-balance-feet-together-v21,checkup-balance-feet-together-v21,clara,Feet together. Keep your eyes open and support within reach.,assets/audio/voice/clara/checkup-balance-feet-together-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,64409,ace10d61647d2e470be13c2232edfd3a3d45073ab79c58ed6b1e4191f166ef49,3947,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing generic cue omits eyes-open/support language.
voice-v21-012,checkup-balance-single-leg-right-v21,checkup-balance-single-leg-right-v21,marcus,Stand on your right leg and lift your left foot slightly.,assets/audio/voice/marcus/checkup-balance-single-leg-right-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,44347,103d265da8ef4f369c275c17b9fb28465232804d05f8114a04a6d780f843f654,2694,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing cue uses placeholder selected leg.
voice-v21-013,checkup-balance-support-touch-v21,checkup-balance-support-touch-v21,clara,Support touch noted. Balance check complete.,assets/audio/voice/clara/checkup-balance-support-touch-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,51035,f4186cfd83970f9e0b15414d1f1f9c9bb6c1302a15a6af4c5cbac3875f5f44c4,3111,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Needed if explicit support-touch action should be acknowledged by voice.
voice-v21-014,checkup-balance-support-touch-v21,checkup-balance-support-touch-v21,marcus,Support touch noted. Balance check complete.,assets/audio/voice/marcus/checkup-balance-support-touch-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,44765,dc7499241875104f88a5d032a87eff4659eafb2f0572ba53ee228ed5a15519d8,2740,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Needed if explicit support-touch action should be acknowledged by voice.
voice-v21-015,checkup-balance-tandem-left-v21,checkup-balance-tandem-left-v21,clara,Place your left foot directly in front heel to toe. Keep your eyes open.,assets/audio/voice/clara/checkup-balance-tandem-left-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,76948,e8eba5003f5839bc8125747f7c69388b07cda3686dddd4a1cedaac463ad52eee,4737,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing cue has no selected lead-foot side.
voice-v21-016,checkup-balance-tandem-left-v21,checkup-balance-tandem-left-v21,marcus,Place your left foot directly in front heel to toe. Keep your eyes open.,assets/audio/voice/marcus/checkup-balance-tandem-left-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,61902,c99c2a8682800eabb39390724f63eb4ddc02a0ffe6724d264a04b36619c00876,3808,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing cue has no selected lead-foot side.
voice-v21-017,checkup-balance-tandem-right-v21,checkup-balance-tandem-right-v21,clara,Place your right foot directly in front heel to toe. Keep your eyes open.,assets/audio/voice/clara/checkup-balance-tandem-right-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,76948,5464a30f42f1a3a019a08d9df8cb05e95f4aaab94caa829eef0d1e5a6deebcbd,4737,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing cue has no selected lead-foot side.
voice-v21-018,checkup-balance-tandem-right-v21,checkup-balance-tandem-right-v21,marcus,Place your right foot directly in front heel to toe. Keep your eyes open.,assets/audio/voice/marcus/checkup-balance-tandem-right-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,71097,13f6deac962b60704a367c82f2b3ac9e1249e4d670e1f671775693d022a5e394,4365,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Existing cue has no selected lead-foot side.
voice-v21-019,equip-balance-support-v21,equip-balance-support-v21,clara,Keep support within easy reach.,assets/audio/voice/clara/equip-balance-support-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,35988,1209b3312727b1d8cb39d7cb5a42f7cd35f8d4eb64d781a64924eec2e8dba8bf,2183,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-020,equip-balance-support-v21,equip-balance-support-v21,marcus,Keep support within easy reach.,assets/audio/voice/marcus/equip-balance-support-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,30137,accacffc39c58f34bcc102b69f3b73ed7710cc3a81f8d5370a759f9d46b87e5d,1811,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-021,equip-chair-stable-v21,equip-chair-stable-v21,clara,Use a sturdy chair that will not slide.,assets/audio/voice/clara/equip-chair-stable-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,42675,fbd4a168614d371f0e80685bb7a62a2005eed4085856605e538f3ec63bbf4c15,2601,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-022,equip-chair-stable-v21,equip-chair-stable-v21,marcus,Use a sturdy chair that will not slide.,assets/audio/voice/marcus/equip-chair-stable-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,37660,38d91860a643b1058031f5e3ef52dce51c33fef8a318ddf338a8ad2fc3592f81,2276,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-023,equip-door-anchor-v21,equip-door-anchor-v21,clara,Use a secure closed door anchor and test light tension first.,assets/audio/voice/clara/equip-door-anchor-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,62737,ed22c4f792dc494ee19c86b4ebbe8c42d1f8a86456f63ab33a3125285b1ea7c9,3855,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-024,equip-door-anchor-v21,equip-door-anchor-v21,marcus,Use a secure closed door anchor and test light tension first.,assets/audio/voice/marcus/equip-door-anchor-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,58976,c68f097dab3803d0493690f271056e3857a1c81759b264656caa36cb75e994ed,3622,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-025,equip-floor-transition-v21,equip-floor-transition-v21,clara,Move down to the floor and settle into the start position.,assets/audio/voice/clara/equip-floor-transition-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,51453,782dfc72e307ce916604ffd57d363ba70c2a041da3a7be017da7013c4b462e87,3158,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-026,equip-floor-transition-v21,equip-floor-transition-v21,marcus,Move down to the floor and settle into the start position.,assets/audio/voice/marcus/equip-floor-transition-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,48527,ba3929e7517db24dfdae45d85c9e0889edc91a0a8f6a10241c9487f11986bce9,2972,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-027,equip-long-band-v21,equip-long-band-v21,clara,Check the band first and keep it away from your face.,assets/audio/voice/clara/equip-long-band-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,51453,7d7ddbe3249e303976cd63b1a2fc4d9ade91cba322b2d219119db3e2ac0d9c79,3158,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-028,equip-long-band-v21,equip-long-band-v21,marcus,Check the band first and keep it away from your face.,assets/audio/voice/marcus/equip-long-band-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,43511,b8c51322418022c49a777e5ae5f1f2e6df12ba36089948dcdb6c16877f7df1c7,2647,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-029,equip-step-stable-v21,equip-step-stable-v21,clara,"Use the lowest stable step, with support nearby.",assets/audio/voice/clara/equip-step-stable-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,51453,9090033f5ada3782268339b6ef3b61fe062db2684b6b73e6345795f065771d90,3158,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-030,equip-step-stable-v21,equip-step-stable-v21,marcus,"Use the lowest stable step, with support nearby.",assets/audio/voice/marcus/equip-step-stable-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,43511,63a57148f8f4e50dcee842177a404051084a31939009b376fec255b69d58d2cb,2647,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-031,equip-support-close-v21,equip-support-close-v21,clara,Keep sturdy support within easy reach.,assets/audio/voice/clara/equip-support-close-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,37660,78b29e114b0c659ba9a9e915c5fd2e66d4cd5cd20023a109ffa84045806d286b,2276,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-032,equip-support-close-v21,equip-support-close-v21,marcus,Keep sturdy support within easy reach.,assets/audio/voice/marcus/equip-support-close-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,34316,e709f7e4d1e254eafeb118fb447668175121a45259b3641995f50fae9f1ea3bf,2090,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-033,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,clara,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",assets/audio/voice/clara/ex-balance-feet-together-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,93248,b28d26636fbfd14651b81f3ca10712f9fe73c8ce3d05a30c1afb42609cfad2f7,5759,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-034,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,marcus,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",assets/audio/voice/marcus/ex-balance-feet-together-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,75276,0fa7a23e45570bb5eb78d501ea4e0b4965030e05fa6901e2fdf7bce4c039e0c6,4644,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-035,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,clara,Feet-together hold.,assets/audio/voice/clara/ex-balance-feet-together-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,22613,7ce80cbe439ccc6e5bbf4c84e5a0aa29cce66ffea9c50f1a4d9eaeefdead9751,1347,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-036,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,marcus,Feet-together hold.,assets/audio/voice/marcus/ex-balance-feet-together-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,22613,8c9a4100db0321cf169e82b57ab06bb5b63dc4931b46d7f99413daf01b43aa32,1347,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-037,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,clara,Single-leg hold. Keep support close.,assets/audio/voice/clara/ex-balance-single-leg-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,42675,ab7e67a069de25f09683a15eac23beac513b0affca83dcf80d6c918f9c4537fd,2601,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-038,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,marcus,Single-leg hold. Keep support close.,assets/audio/voice/marcus/ex-balance-single-leg-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,35988,041b63d01130709ce69820a8e2b7e2c55b26be95f794a1c69f64716e81db8aa3,2183,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-039,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,clara,Single-leg hold.,assets/audio/voice/clara/ex-balance-single-leg-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,22613,b97da315587406edd01378e00e69e79760ccc6f0f5fe37aefefd2b0e8c3faedd,1347,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-040,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,marcus,Single-leg hold.,assets/audio/voice/marcus/ex-balance-single-leg-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,19688,317b12704bc45d5ea4a8def2d638fb9f5bd0eb858c309109604ba9b7f1e4d0fa,1161,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-041,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,clara,Tandem hold. Keep support close.,assets/audio/voice/clara/ex-balance-tandem-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,35988,474664a5b782ea2204c95335ff96613e55297d0382dd0dfbe1629b54b1ea7642,2183,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-042,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,marcus,Tandem hold. Keep support close.,assets/audio/voice/marcus/ex-balance-tandem-hold-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,33898,05eeb08799d2532f8cc097b4b91c83d79b5806598f8043f16a2be41ac3e9d23c,2043,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-043,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,clara,Tandem hold.,assets/audio/voice/clara/ex-balance-tandem-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,20524,9f98b675c696d80c56eca1cff00ff85fbf964a64f5a344f92097572e589d74d4,1207,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-044,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,marcus,Tandem hold.,assets/audio/voice/marcus/ex-balance-tandem-hold-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,19688,53b3daa76ea487f8d0db07112458f2ec5e782203f35569041ca05529284634ac,1161,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-045,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,clara,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",assets/audio/voice/clara/ex-band-pull-apart-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,104533,568731672d94f3e3eee077919987dc941485fec70166f70070469227dce92ddb,6455,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-046,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,marcus,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",assets/audio/voice/marcus/ex-band-pull-apart-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,111639,360296263951b824ee198a9a06cc3db79b64d4ccb1820bb903687624f1418c8b,6920,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-047,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,clara,Band pull-apart.,assets/audio/voice/clara/ex-band-pull-apart-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,23449,00fdf4a29e2b66867823e0a227e2ea326eb33d1c9a4a331fdd176fad3643a8f8,1393,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-048,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,marcus,Band pull-apart.,assets/audio/voice/marcus/ex-band-pull-apart-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,21777,907ba9bbac1f5896c9c0cb765142124deefaf2e7c462e5d784d60f056e612cfd,1300,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-049,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,clara,Supported split squat. Keep fingertips near sturdy support.,assets/audio/voice/clara/ex-chair-supported-split-squat-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,61066,10025f4bff7f07b064a96d873a7408ede099ed286b9c3dbca7462e8c8f4940e3,3762,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-050,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,marcus,Supported split squat. Keep fingertips near sturdy support.,assets/audio/voice/marcus/ex-chair-supported-split-squat-first-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,56050,9a7c076480130b17d06fa9d7d0544fe644e7cbebf1b9d1ee1a9041ffa2e9e2bf,3437,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-051,ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,clara,Supported split squat.,assets/audio/voice/clara/ex-chair-supported-split-squat-next-v21.mp3,skipped_current,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,27211,250b8fb3da7f257a42eb7539e9bfd23d6094170ec7ca2fec7eac094bcff82576,1625,44100,1,true,true,true,,,generatedAt=2026-07-02T15:05:52.182Z; Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
