exerciseId,displayName,releaseStatus,setType,currentSetCount,currentTargetSemantics,orientation,equipment,support,laterality,setupModel,firstUseCueKey,firstUseScript,laterSetCueKey,laterSetScript,targetPlan,sideVariants,sideChangeCueKey,sideChangeScript,progressPolicy,safetyFamily,safetyFulfilment,safetyLogicalCueKey,safetyAbsorbedFamilies,sourceSafetyProfileFingerprint,reactiveSafetyCueIdsDeferred,finalPositionRequired,repeatInstructionKeys,implementationRequirements,runtimeStatus,semanticMatch,sourceFiles,notes
hip-hinge-wall,Wall-Tap Hinge,v1_core,reps,2,10 reps per set,side,wall,wall,bilateral_simultaneous,material_setup,ex-hip-hinge-wall-first-v21,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",ex-hip-hinge-wall-next-v21,Wall-tap hinge.,Aim for ten reps.,,,,rep_sfx_only,generic_support,absorbed_into_exact_instruction,,,safety-cues-v1-1tsznhv,,true,ex-hip-hinge-wall-first-v21;target-hip-hinge-wall-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/hipHinge.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
loaded-march,March in Place,v1_core,reps,3,16 reps per set,side,counter,counter,alternating_within_set,balance_setup,ex-loaded-march-first-v21,March in place. Stand tall near support and march with a steady rhythm.,ex-loaded-march-next-v21,March in place.,Aim for sixteen reps.,,,,rep_sfx_only,balance_support,absorbed_into_exact_instruction,,,safety-cues-v1-soyifr,,true,ex-loaded-march-first-v21;target-loaded-march-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/loadedMarch.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,Current source says this legacy id is an unloaded supported march in place.
loaded-sit-to-stand,Loaded Sit-to-Stand,v1_optional,reps,3,8 reps per set,side,chair;backpack_or_weight,chair,bilateral_simultaneous,chair_setup,ex-loaded-sit-to-stand-first-v21,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",ex-loaded-sit-to-stand-next-v21,Loaded sit-to-stand.,Aim for eight reps.,,,,rep_sfx_only,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-wnk6ea,,true,ex-loaded-sit-to-stand-first-v21;target-loaded-sit-to-stand-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/sitToStand.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
mini-band-lateral-walk,Mini-Band Lateral Walk,v1_optional,timer,2,30 sec timed set,front,mini_band,,bilateral_sequential_within_set,band_setup,ex-mini-band-lateral-walk-first-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,Move for thirty seconds.,,,,timer_30_seconds,mini_band_above_knees,absorbed_into_exact_instruction,,long_band_handheld_or_foot_anchored;balance_support,safety-cues-v1-18h5yqv,,true,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/lateralStability.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
neck-rotation,Neck Rotations,v1_optional,rom,1,14 sec ROM capture,front,none,,alternating_within_set,standing_general,ex-neck-rotation-first-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",ex-neck-rotation-next-v21,Neck rotations.,Move slowly until I say stop.,,,,rom_no_active_progress,none,not_required,,,safety-cues-v1-1cx0zab,,true,ex-neck-rotation-first-v21;target-neck-rotation-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/neckRotation.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
overhead-press-band,Band Overhead Press,v1_core,reps,3,12 reps per set,side,long_band,,bilateral_simultaneous,band_setup,ex-overhead-press-band-first-v21,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",ex-overhead-press-band-next-v21,Band overhead press.,Aim for twelve reps.,,,,rep_sfx_only,long_band_handheld_or_foot_anchored,separate_family_cue,equip-long-band-v21,,safety-cues-v1-1mi483r,,true,ex-overhead-press-band-first-v21;target-overhead-press-band-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/overheadPress.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
overhead-reach,Overhead Reach,v1_core,reps,2,12 reps per set,side,none,,bilateral_simultaneous,standing_general,ex-overhead-reach-first-v21,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",ex-overhead-reach-next-v21,Overhead reach.,Aim for twelve reps.,,,,rep_sfx_only,none,not_required,,,safety-cues-v1-ympza3,,true,ex-overhead-reach-first-v21;target-overhead-reach-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/overheadPress.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
push-up-incline,Incline Push-Up,v1_core,reps,3,10 reps per set,side,chair;counter,counter;chair,bilateral_simultaneous,chair_setup,ex-push-up-incline-first-v21,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",ex-push-up-incline-next-v21,Incline push-up.,Aim for ten reps.,,,,rep_sfx_only,generic_support,absorbed_into_exact_instruction,,chair_seat,safety-cues-v1-1004j1n,,true,ex-push-up-incline-first-v21;target-push-up-incline-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/pushUp.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
push-up-standard,Push-Up,v1_optional,reps,3,8 reps per set,side,floor,,bilateral_simultaneous,floor_setup,ex-push-up-standard-first-v21,"Push-up. Start from the floor position. Lower with control, then press up.",ex-push-up-standard-next-v21,Push-up.,Aim for eight reps.,,,,rep_sfx_only,floor_eligible_user,separate_family_cue,equip-floor-transition-v21,,safety-cues-v1-1ukwblq,,true,ex-push-up-standard-first-v21;target-push-up-standard-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/pushUp.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
push-up-wall,Wall Push-Up,v1_core,reps,2,10 reps per set,side,wall,wall,bilateral_simultaneous,material_setup,ex-push-up-wall-first-v21,"Wall push-up. Hands on the wall. Lower in with control, then press away.",ex-push-up-wall-next-v21,Wall push-up.,Aim for ten reps.,,,,rep_sfx_only,generic_support,absorbed_into_exact_instruction,,,safety-cues-v1-3k5c64,,true,ex-push-up-wall-first-v21;target-push-up-wall-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/pushUp.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
seated-band-row,Seated Band Row,v1_core,reps,2,10 reps per set,side_oblique,chair;long_band,chair,bilateral_simultaneous,band_setup,ex-seated-band-row-first-v21,"Seated band row. Sit tall on a sturdy chair with the band anchored under both feet. Pull elbows back, then return slowly.",ex-seated-band-row-next-v21,Seated band row.,Aim for ten reps.,,,,rep_sfx_only,long_band_handheld_or_foot_anchored,separate_family_cue,equip-long-band-v21,chair_seat,safety-cues-v1-126m16u,,true,ex-seated-band-row-first-v21;target-seated-band-row-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/pullUpperBack.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
seated-hamstring-reach,Seated Hamstring Reach,v1_core,rom,2,12 sec ROM capture,side,chair,chair,both_sides_round_required,chair_setup,ex-seated-hamstring-reach-first-v21,Seated hamstring reach. Sit tall at the chair edge.,ex-seated-hamstring-reach-next-v21,Seated hamstring reach.,Reach gently and hold until I say relax.,left_extended:side-hamstring-left-extended-v21;right_extended:side-hamstring-right-extended-v21,switch-sides-v21,Switch sides.,rom_no_active_progress,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-1i34qoi,,true,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/seatedHamstringReach.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
squat-free,Squat,v1_core,reps,3,12 reps per set,side,none,,bilateral_simultaneous,standing_general,ex-squat-free-first-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",ex-squat-free-next-v21,Squat.,Aim for twelve reps.,,,,rep_sfx_only,none,not_required,,,safety-cues-v1-q373ww,,true,ex-squat-free-first-v21;target-squat-free-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/supportedSquat.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
squat-loaded,Loaded Squat,v1_optional,reps,3,8 reps per set,side,backpack_or_weight,,bilateral_simultaneous,material_setup,ex-squat-loaded-first-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",ex-squat-loaded-next-v21,Loaded squat.,Aim for eight reps.,,,,rep_sfx_only,none,not_required,,,safety-cues-v1-10b3z65,,true,ex-squat-loaded-first-v21;target-squat-loaded-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/supportedSquat.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
squat-slow-eccentric,Slow-Lower Squat,v1_optional,reps,3,8 reps per set,side,none,,bilateral_simultaneous,standing_general,ex-squat-slow-eccentric-first-v21,"Slow-lower squat. Lower slowly, then stand with control.",ex-squat-slow-eccentric-next-v21,Slow-lower squat.,Aim for eight reps.,,,,rep_sfx_only,none,not_required,,,safety-cues-v1-e3lzou,,true,ex-squat-slow-eccentric-first-v21;target-squat-slow-eccentric-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/supportedSquat.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
squat-supported,Supported Squat,v1_core,reps,2,10 reps per set,side,chair;counter,counter;chair,bilateral_simultaneous,chair_setup,ex-squat-supported-first-v21,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",ex-squat-supported-next-v21,Supported squat.,Aim for ten reps.,,,,rep_sfx_only,generic_support,absorbed_into_exact_instruction,,chair_seat,safety-cues-v1-8ipm7r,,true,ex-squat-supported-first-v21;target-squat-supported-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/supportedSquat.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
standing-band-row,Standing Band Row,v1_core,reps,3,10 reps per set,side_oblique,long_band;door_anchor,,bilateral_simultaneous,band_setup,ex-standing-band-row-first-v21,"Standing band row. Face the secure door anchor in a stable stance. Pull elbows back, then return slowly.",ex-standing-band-row-next-v21,Standing band row.,Aim for ten reps.,,,,rep_sfx_only,door_anchor_band,separate_family_cue,equip-door-anchor-v21,,safety-cues-v1-zxi45n,,true,ex-standing-band-row-first-v21;target-standing-band-row-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/pullUpperBack.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
step-up,Step-Up,v1_core,reps,3,12 reps per set,side,stair;counter,counter;stair_or_step,alternating_lead_leg_each_rep,step_setup,ex-step-up-first-v21,Step-up. Use the lowest stable step with support nearby. Return both feet to the floor after each rep.,ex-step-up-next-v21,Step-up. Return both feet to the floor after each rep.,Do twelve total reps.,left:step-up-start-left-v21;right:step-up-start-right-v21,,,rep_sfx_only,step_or_stair,absorbed_into_exact_instruction,,,safety-cues-v1-177olv6,,true,ex-step-up-first-v21;step-up-start-left-v21;target-step-up-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/stepUp.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
sts-cushion,Cushion Sit-to-Stand,v1_core,reps,2,8 reps per set,side,chair;cushion,chair,bilateral_simultaneous,chair_setup,ex-sts-cushion-first-v21,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit with control.",ex-sts-cushion-next-v21,Cushion sit-to-stand.,Aim for eight reps.,,,,rep_sfx_only,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-s7h005,,true,ex-sts-cushion-first-v21;target-sts-cushion-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/sitToStand.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
sts-power,Power Sit-to-Stand,v1_core,reps,3,12 reps per set,side,chair,chair,bilateral_simultaneous,chair_setup,ex-sts-power-first-v21,"Power sit-to-stand. Sit tall, drive up briskly to standing, then sit with control.",ex-sts-power-next-v21,Power sit-to-stand.,Aim for twelve reps.,,,,rep_sfx_only,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-v7g66f,,true,ex-sts-power-first-v21;target-sts-power-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/sitToStand.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
sts-slow-eccentric,Slow-Lower Sit-to-Stand,v1_core,reps,3,8 reps per set,side,chair,chair,bilateral_simultaneous,chair_setup,ex-sts-slow-eccentric-first-v21,"Slow-lower sit-to-stand. Stand fully, then lower slowly and steadily before the next rep.",ex-sts-slow-eccentric-next-v21,Slow-lower sit-to-stand.,Aim for eight reps.,,,,rep_sfx_only,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-1tktsfg,,true,ex-sts-slow-eccentric-first-v21;target-sts-slow-eccentric-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/sitToStand.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
sts-standard,Sit-to-Stand,v1_core,reps,3,10 reps per set,side,chair,chair,bilateral_simultaneous,chair_setup,ex-sts-standard-first-v21,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",ex-sts-standard-next-v21,Sit-to-stand.,Aim for ten reps.,,,,rep_sfx_only,chair_seat,absorbed_into_exact_instruction,,,safety-cues-v1-fu999j,,true,ex-sts-standard-first-v21;target-sts-standard-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/sitToStand.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
supported-hip-flexor-stretch,Supported Hip Flexor Stretch,v1_core,timer,2,30 sec timed set,side,chair;counter,counter;chair,both_sides_round_required,standing_general,ex-supported-hip-flexor-stretch-first-v21,Supported hip-flexor stretch. Keep fingertips near support.,ex-supported-hip-flexor-stretch-next-v21,Supported hip-flexor stretch.,Move for thirty seconds.,left_back:side-hip-flexor-left-back-v21;right_back:side-hip-flexor-right-back-v21,switch-sides-v21,Switch sides.,timer_30_seconds,generic_support,absorbed_into_exact_instruction,,,safety-cues-v1-o2y3wi,,true,ex-supported-hip-flexor-stretch-first-v21;side-hip-flexor-left-back-v21;target-supported-hip-flexor-stretch-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/mobilityDrills.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
supported-side-step,Supported Side Step,v1_core,timer,2,30 sec timed set,front,counter,counter,bilateral_sequential_within_set,balance_setup,ex-supported-side-step-first-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",ex-supported-side-step-next-v21,Supported side step.,Move for thirty seconds.,,,,timer_30_seconds,balance_support,absorbed_into_exact_instruction,,,safety-cues-v1-4wtveh,,true,ex-supported-side-step-first-v21;target-supported-side-step-v21,,software_ready_audio_pending,true,src/exercises/index.ts;src/exercises/ladders.ts;src/exercises/lateralStability.ts;docs/specs/HALE_VOICE_SCRIPT_MANIFEST_V2_1.csv;docs/specs/HALE_VOICE_EXPERIENCE_SPEC_V2_1.md,V2.1 contract reconciled to current exercise registry and approved script baseline.
