physicalCueKey,logicalCueKey,voiceId,path,exists,sha256,durationMs,fileSizeBytes,sampleRateHz,channels,script,sourceBacklogRow,reuseDecision,generationStatus,manifestRegistered,fingerprintStatus,notes
equip-support-close-v21,equip-support-close-v21,clara,assets/audio/voice/clara/equip-support-close-v21.mp3,true,78b29e114b0c659ba9a9e915c5fd2e66d4cd5cd20023a109ffa84045806d286b,2276,37660,44100,1,Keep sturdy support within easy reach.,16,reuse_exact_existing_pair,skipped_current,true,current,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
equip-support-close-v21,equip-support-close-v21,marcus,assets/audio/voice/marcus/equip-support-close-v21.mp3,true,e709f7e4d1e254eafeb118fb447668175121a45259b3641995f50fae9f1ea3bf,2090,34316,44100,1,Keep sturdy support within easy reach.,16,reuse_exact_existing_pair,skipped_current,true,current,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,clara,assets/audio/voice/clara/ex-balance-feet-together-hold-first-v21.mp3,true,83f1e4f5e1fe2bc8adedf6369a787fad2af6cc197f0c4d3f8da465ee72d45668,9102,146747,44100,1,"Feet-together hold. Stand with your feet together and keep your eyes open. Keep fingertips near a counter, wall, or sturdy chair.",17,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-feet-together-hold-first-v21.mp3,true,70040f28d7b3d172cfc61571648d7ba6eb295baae9c0dd71b3bb2af35307dd7c,10031,161376,44100,1,"Feet-together hold. Stand with your feet together and keep your eyes open. Keep fingertips near a counter, wall, or sturdy chair.",17,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,clara,assets/audio/voice/clara/ex-balance-feet-together-hold-next-v21.mp3,true,a43a33008cbde268f5613179ff21a12d1763172af82f55613d636365dbe8f930,5480,88651,44100,1,"Feet-together hold again. Eyes open, support close, and stand as steady as you can.",18,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-feet-together-hold-next-v21.mp3,true,fd20c9a19199945be3b82602b355e756ff386ffe6bccc92fb08aaad3f5b9aecb,4783,77784,44100,1,"Feet-together hold again. Eyes open, support close, and stand as steady as you can.",18,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,clara,assets/audio/voice/clara/ex-balance-single-leg-hold-first-v21.mp3,true,b47788afb72dae803ba047a9e253640abcff84d3cdc0655cc99f51fb17b03f71,6873,111221,44100,1,Single-leg hold. Stand near support. You'll lift one foot slightly off the floor and hold steady.,19,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-single-leg-hold-first-v21.mp3,true,dc0641e4292991e7db3a6ba24f2b470d1187d216791b9e09788386fda3f33705,6548,105787,44100,1,Single-leg hold. Stand near support. You'll lift one foot slightly off the floor and hold steady.,19,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,clara,assets/audio/voice/clara/ex-balance-single-leg-hold-next-v21.mp3,true,6915e2bedd682fc51058cfc39d911d7ff70f4e49c61117aeb0413b1d4193b477,5155,83635,44100,1,Single-leg hold again. Keep support close and lift the other foot only a little.,20,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-single-leg-hold-next-v21.mp3,true,fdbb1cd484c13985d62ba5fc0ee103397e615f37532d6981aaf5a39ff737add2,4412,71515,44100,1,Single-leg hold again. Keep support close and lift the other foot only a little.,20,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,clara,assets/audio/voice/clara/ex-balance-tandem-hold-first-v21.mp3,true,b94dc6bb7f0ba71c11d495a487224024b0260a66a6baaa3465ac4bd0e81957a6,6641,107459,44100,1,"Tandem hold. Stand near support, with one foot directly in front of the other like you're standing on a line.",21,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-tandem-hold-first-v21.mp3,true,1c8cce9ff8747b8fb9f7c14ca96597eaddba0942fb865dbe3f56bf050b251aa4,6873,111221,44100,1,"Tandem hold. Stand near support, with one foot directly in front of the other like you're standing on a line.",21,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,clara,assets/audio/voice/clara/ex-balance-tandem-hold-next-v21.mp3,true,db2d47a08344d68d511378a716cc2c38515787de34e0573fe5d3888344a086f4,4458,72351,44100,1,Tandem hold again. Keep support close and stand as steady as you can.,22,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-tandem-hold-next-v21.mp3,true,f1d17f1cb0638c77a90a1fb7b0983e74e1edc1d1bee0f496af532ef8d97a9e94,4551,74022,44100,1,Tandem hold again. Keep support close and stand as steady as you can.,22,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,clara,assets/audio/voice/clara/ex-band-pull-apart-first-v21.mp3,true,d1606e68d634981dbea693de095920c3be99d604a2cdacf9cc9237b88fb5f2a5,8359,134626,44100,1,"Band pull-apart. Hold the band at chest height with your arms in front of you. Pull your hands apart gently, then return slowly.",23,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,marcus,assets/audio/voice/marcus/ex-band-pull-apart-first-v21.mp3,true,c21ede0d604c34cdb836fc1277a3a325573fb2bc6621dc6cd1a1188a828dc0a6,9149,147583,44100,1,"Band pull-apart. Hold the band at chest height with your arms in front of you. Pull your hands apart gently, then return slowly.",23,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,clara,assets/audio/voice/clara/ex-band-pull-apart-next-v21.mp3,true,50b3bd04e67406373cf60a1da31f15c5a2368596ca6fd1cab61a334b750e05c9,4783,77784,44100,1,"Band pull-apart again. Chest height, light tension, and return slowly.",24,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,marcus,assets/audio/voice/marcus/ex-band-pull-apart-next-v21.mp3,true,d45cbc729673129b765dd59b87382c183646a5aafbef128db4de5ffac230ab83,4458,72351,44100,1,"Band pull-apart again. Chest height, light tension, and return slowly.",24,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved band and anchored-equipment cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,clara,assets/audio/voice/clara/ex-chair-supported-split-squat-first-v21.mp3,true,da1b40a9e2a76f34805cca7ccb27d9f46ea6d10c9780c6ae4fc009c8616bc685,11053,178094,44100,1,"Supported split squat. Stand beside sturdy support. Put one foot forward and one foot back, then bend both knees a little and stand tall again.",25,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,marcus,assets/audio/voice/marcus/ex-chair-supported-split-squat-first-v21.mp3,true,267955de8723c6af8d02987e591f6fbed02bd03d1d186a9102edab7bd1489537,7802,125849,44100,1,"Supported split squat. Stand beside sturdy support. Put one foot forward and one foot back, then bend both knees a little and stand tall again.",25,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,clara,assets/audio/voice/clara/ex-chair-supported-split-squat-next-v21.mp3,true,e764eceb3f428549d861f7abb3734c418db805169d88b338bfd151bacf9c727c,6548,105787,44100,1,Supported split squat again. Keep fingertips near support and move only as low as feels comfortable.,26,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,marcus,assets/audio/voice/marcus/ex-chair-supported-split-squat-next-v21.mp3,true,357a92d427255701da156e72be143b5d66ce32a45e8703ebf8ead7beca2b3e98,5759,93248,44100,1,Supported split squat again. Keep fingertips near support and move only as low as feels comfortable.,26,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved older-adult hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-first-v21,ex-glute-bridge-hold-first-v21,clara,assets/audio/voice/clara/ex-glute-bridge-hold-first-v21.mp3,true,e6d9bdc605d75b152008bfc7d7af455c52278e64df9464a8d2b9d24c22744918,9706,156360,44100,1,"Bridge hold. Lie on your back with your knees bent and both feet flat on the floor. When we start, lift your hips a little and hold steady.",27,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-first-v21,ex-glute-bridge-hold-first-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-hold-first-v21.mp3,true,29ebe10613b2a897e290c980a8f2b615f17f57dda42570980f3e33204cfc6620,8638,139224,44100,1,"Bridge hold. Lie on your back with your knees bent and both feet flat on the floor. When we start, lift your hips a little and hold steady.",27,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-next-v21,ex-glute-bridge-hold-next-v21,clara,assets/audio/voice/clara/ex-glute-bridge-hold-next-v21.mp3,true,6e279b62a915658b313a484596353778289b530fde214ba68c9e8c19272c0541,4551,74022,44100,1,"Bridge hold again. Feet flat, lift your hips a little, and hold steady.",28,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-hold-next-v21,ex-glute-bridge-hold-next-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-hold-next-v21.mp3,true,0ca843825d1481e056f92602a7892803c85955178735e4f068963bf916c6a2c7,4272,69425,44100,1,"Bridge hold again. Feet flat, lift your hips a little, and hold steady.",28,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-first-v21,ex-glute-bridge-reps-first-v21,clara,assets/audio/voice/clara/ex-glute-bridge-reps-first-v21.mp3,true,a3e1af4be8f17ac9a72e680f813941c8c1ed04d4788b550081a8f949a0df345b,9567,154271,44100,1,"Glute bridge. Lie on your back with your knees bent and both feet flat on the floor. Lift your hips a little, then lower back down with control.",29,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-first-v21,ex-glute-bridge-reps-first-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-reps-first-v21.mp3,true,04b9b3ac1ac8c6ce86e9b0a641842093add981884e8a893f32a270daa72b249d,9288,149673,44100,1,"Glute bridge. Lie on your back with your knees bent and both feet flat on the floor. Lift your hips a little, then lower back down with control.",29,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,clara,assets/audio/voice/clara/ex-glute-bridge-reps-next-v21.mp3,true,d908a165fed5d1054b087a30d70ac39b65e94fcb7118e9cfdceed2d396631f63,4644,75276,44100,1,"Glute bridge again. Lift your hips a little, then lower with control.",30,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-reps-next-v21.mp3,true,39f97226b68b1e5e06faec9ab69cdafd9249c659d6a888412cb2b3275599f1b4,3947,64409,44100,1,"Glute bridge again. Lift your hips a little, then lower with control.",30,existing_pair_script_mismatch,generated,true,current,Voice V2.1 refresh from final cue registry. Improved floor hands-free training cue pending bundled Clara/Marcus audio regeneration.
ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,clara,assets/audio/voice/clara/ex-heel-raise-free-first-v21.mp3,true,1fd83ea58dbff6526982d02fbe647dd5372c4b5c987f715e22b6fd3a4fcd94ba,5619,91159,44100,1,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",31,reuse_exact_existing_pair,skipped_current,true,current,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,marcus,assets/audio/voice/marcus/ex-heel-raise-free-first-v21.mp3,true,1eaa2dc097ecaa856ea6996ad58a16930c23b702c1501d63bfee1b6574609086,5155,83635,44100,1,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",31,reuse_exact_existing_pair,skipped_current,true,current,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
