queueId,reviewGroup,priority,voiceId,logicalCueKey,physicalCueKey,path,durationMs,script,reuseDecision,approvalStatus,notes
listen-058,training_generated,P3,marcus,ex-glute-bridge-reps-first-v21,ex-glute-bridge-reps-first-v21,assets/audio/voice/marcus/ex-glute-bridge-reps-first-v21.mp3,6780,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-059,training_generated,P3,clara,ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,assets/audio/voice/clara/ex-glute-bridge-reps-next-v21.mp3,1161,Glute bridge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-060,training_generated,P3,marcus,ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,assets/audio/voice/marcus/ex-glute-bridge-reps-next-v21.mp3,1068,Glute bridge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-061,training_generated,P3,clara,ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,assets/audio/voice/clara/ex-heel-raise-free-first-v21.mp3,5805,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-062,training_generated,P3,marcus,ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,assets/audio/voice/marcus/ex-heel-raise-free-first-v21.mp3,5387,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-063,training_generated,P3,clara,ex-heel-raise-free-next-v21,ex-heel-raise-free-next-v21,assets/audio/voice/clara/ex-heel-raise-free-next-v21.mp3,1207,Heel raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-064,training_generated,P3,marcus,ex-heel-raise-free-next-v21,ex-heel-raise-free-next-v21,assets/audio/voice/marcus/ex-heel-raise-free-next-v21.mp3,1068,Heel raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-065,training_generated,P3,clara,ex-heel-raise-supported-first-v21,ex-heel-raise-supported-first-v21,assets/audio/voice/clara/ex-heel-raise-supported-first-v21.mp3,7384,"Supported heel raise. Fingertips near support. Rise onto the balls of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-066,training_generated,P3,marcus,ex-heel-raise-supported-first-v21,ex-heel-raise-supported-first-v21,assets/audio/voice/marcus/ex-heel-raise-supported-first-v21.mp3,7152,"Supported heel raise. Fingertips near support. Rise onto the balls of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-067,training_generated,P3,clara,ex-heel-raise-supported-next-v21,ex-heel-raise-supported-next-v21,assets/audio/voice/clara/ex-heel-raise-supported-next-v21.mp3,1579,Supported heel raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-068,training_generated,P3,marcus,ex-heel-raise-supported-next-v21,ex-heel-raise-supported-next-v21,assets/audio/voice/marcus/ex-heel-raise-supported-next-v21.mp3,1393,Supported heel raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-069,training_generated,P3,clara,ex-hip-hinge-free-first-v21,ex-hip-hinge-free-first-v21,assets/audio/voice/clara/ex-hip-hinge-free-first-v21.mp3,6269,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-070,training_generated,P3,marcus,ex-hip-hinge-free-first-v21,ex-hip-hinge-free-first-v21,assets/audio/voice/marcus/ex-hip-hinge-free-first-v21.mp3,5666,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-071,training_generated,P3,clara,ex-hip-hinge-free-next-v21,ex-hip-hinge-free-next-v21,assets/audio/voice/clara/ex-hip-hinge-free-next-v21.mp3,1115,Hip hinge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-072,training_generated,P3,marcus,ex-hip-hinge-free-next-v21,ex-hip-hinge-free-next-v21,assets/audio/voice/marcus/ex-hip-hinge-free-next-v21.mp3,1115,Hip hinge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-073,training_generated,P3,clara,ex-hip-hinge-wall-first-v21,ex-hip-hinge-wall-first-v21,assets/audio/voice/clara/ex-hip-hinge-wall-first-v21.mp3,6827,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-074,training_generated,P3,marcus,ex-hip-hinge-wall-first-v21,ex-hip-hinge-wall-first-v21,assets/audio/voice/marcus/ex-hip-hinge-wall-first-v21.mp3,6177,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-075,training_generated,P3,clara,ex-hip-hinge-wall-next-v21,ex-hip-hinge-wall-next-v21,assets/audio/voice/clara/ex-hip-hinge-wall-next-v21.mp3,1393,Wall-tap hinge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-076,training_generated,P3,marcus,ex-hip-hinge-wall-next-v21,ex-hip-hinge-wall-next-v21,assets/audio/voice/marcus/ex-hip-hinge-wall-next-v21.mp3,1254,Wall-tap hinge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-077,training_generated,P3,clara,ex-loaded-march-first-v21,ex-loaded-march-first-v21,assets/audio/voice/clara/ex-loaded-march-first-v21.mp3,4923,March in place. Stand tall near support and march with a steady rhythm.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-078,training_generated,P3,marcus,ex-loaded-march-first-v21,ex-loaded-march-first-v21,assets/audio/voice/marcus/ex-loaded-march-first-v21.mp3,4505,March in place. Stand tall near support and march with a steady rhythm.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-079,training_generated,P3,clara,ex-loaded-march-next-v21,ex-loaded-march-next-v21,assets/audio/voice/clara/ex-loaded-march-next-v21.mp3,1347,March in place.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-080,training_generated,P3,marcus,ex-loaded-march-next-v21,ex-loaded-march-next-v21,assets/audio/voice/marcus/ex-loaded-march-next-v21.mp3,1300,March in place.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-081,training_generated,P3,clara,ex-loaded-sit-to-stand-first-v21,ex-loaded-sit-to-stand-first-v21,assets/audio/voice/clara/ex-loaded-sit-to-stand-first-v21.mp3,6269,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-082,training_generated,P3,marcus,ex-loaded-sit-to-stand-first-v21,ex-loaded-sit-to-stand-first-v21,assets/audio/voice/marcus/ex-loaded-sit-to-stand-first-v21.mp3,6548,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-083,training_generated,P3,clara,ex-loaded-sit-to-stand-next-v21,ex-loaded-sit-to-stand-next-v21,assets/audio/voice/clara/ex-loaded-sit-to-stand-next-v21.mp3,1672,Loaded sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-084,training_generated,P3,marcus,ex-loaded-sit-to-stand-next-v21,ex-loaded-sit-to-stand-next-v21,assets/audio/voice/marcus/ex-loaded-sit-to-stand-next-v21.mp3,1486,Loaded sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-085,training_generated,P3,clara,ex-mini-band-lateral-walk-first-v21,ex-mini-band-lateral-walk-first-v21,assets/audio/voice/clara/ex-mini-band-lateral-walk-first-v21.mp3,6594,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-086,training_generated,P3,marcus,ex-mini-band-lateral-walk-first-v21,ex-mini-band-lateral-walk-first-v21,assets/audio/voice/marcus/ex-mini-band-lateral-walk-first-v21.mp3,5712,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-087,training_generated,P3,clara,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,assets/audio/voice/clara/ex-mini-band-lateral-walk-next-v21.mp3,1625,Mini-band lateral walk.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-088,training_generated,P3,marcus,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,assets/audio/voice/marcus/ex-mini-band-lateral-walk-next-v21.mp3,1533,Mini-band lateral walk.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-089,training_generated,P3,clara,ex-neck-rotation-first-v21,ex-neck-rotation-first-v21,assets/audio/voice/clara/ex-neck-rotation-first-v21.mp3,7384,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-090,training_generated,P3,marcus,ex-neck-rotation-first-v21,ex-neck-rotation-first-v21,assets/audio/voice/marcus/ex-neck-rotation-first-v21.mp3,6223,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-091,training_generated,P3,clara,ex-neck-rotation-next-v21,ex-neck-rotation-next-v21,assets/audio/voice/clara/ex-neck-rotation-next-v21.mp3,1440,Neck rotations.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-092,training_generated,P3,marcus,ex-neck-rotation-next-v21,ex-neck-rotation-next-v21,assets/audio/voice/marcus/ex-neck-rotation-next-v21.mp3,1347,Neck rotations.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-093,training_generated,P3,clara,ex-overhead-press-band-first-v21,ex-overhead-press-band-first-v21,assets/audio/voice/clara/ex-overhead-press-band-first-v21.mp3,6409,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-094,training_generated,P3,marcus,ex-overhead-press-band-first-v21,ex-overhead-press-band-first-v21,assets/audio/voice/marcus/ex-overhead-press-band-first-v21.mp3,6223,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-095,training_generated,P3,clara,ex-overhead-press-band-next-v21,ex-overhead-press-band-next-v21,assets/audio/voice/clara/ex-overhead-press-band-next-v21.mp3,1533,Band overhead press.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-096,training_generated,P3,marcus,ex-overhead-press-band-next-v21,ex-overhead-press-band-next-v21,assets/audio/voice/marcus/ex-overhead-press-band-next-v21.mp3,1440,Band overhead press.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-097,training_generated,P3,clara,ex-overhead-reach-first-v21,ex-overhead-reach-first-v21,assets/audio/voice/clara/ex-overhead-reach-first-v21.mp3,5898,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-098,training_generated,P3,marcus,ex-overhead-reach-first-v21,ex-overhead-reach-first-v21,assets/audio/voice/marcus/ex-overhead-reach-first-v21.mp3,5108,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-099,training_generated,P3,clara,ex-overhead-reach-next-v21,ex-overhead-reach-next-v21,assets/audio/voice/clara/ex-overhead-reach-next-v21.mp3,1300,Overhead reach.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-100,training_generated,P3,marcus,ex-overhead-reach-next-v21,ex-overhead-reach-next-v21,assets/audio/voice/marcus/ex-overhead-reach-next-v21.mp3,1115,Overhead reach.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-101,training_generated,P3,clara,ex-push-up-incline-first-v21,ex-push-up-incline-first-v21,assets/audio/voice/clara/ex-push-up-incline-first-v21.mp3,7430,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-102,training_generated,P3,marcus,ex-push-up-incline-first-v21,ex-push-up-incline-first-v21,assets/audio/voice/marcus/ex-push-up-incline-first-v21.mp3,6780,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-103,training_generated,P3,clara,ex-push-up-incline-next-v21,ex-push-up-incline-next-v21,assets/audio/voice/clara/ex-push-up-incline-next-v21.mp3,1393,Incline push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
